Age,Gender,Marital Status,Employment,Income (₹),FD Amount (₹),FD Tenure (yrs),Credit Score,Base Rate (%),BPS Adjustment (%),Base Rate Type
70,Female,Married,Retired,625044,1164579,8,758,6.75,1.27,Floating
50,Female,Married,Self-Employed,1415285,982337,5,573,6.75,0.26,Floating
88,Female,Married,Retired,817575,33081,2,405,6.75,1.12,Floating
73,Male,Single,Retired,1040294,568431,7,338,6.75,1.15,Floating
89,Male,Single,Retired,1300918,854669,5,787,6.75,1.13,Floating
68,Male,Married,Retired,833218,382250,2,420,6.75,1.2,Fixed
60,Female,Single,Retired,48334,275019,6,895,6.75,1.28,Floating
32,Male,Single,Salaried,682010,854195,7,508,6.75,0.76,Fixed
55,Male,Married,Salaried,747240,905873,8,411,6.75,0.57,Floating
32,Male,Married,Salaried,1864263,16384,3,700,6.75,0.94,Floating
22,Female,Married,Salaried,976393,535216,4,879,6.75,0.78,Fixed
71,Female,Single,Retired,1085304,463782,6,300,6.75,1.3900000000000001,Floating
68,Male,Married,Retired,942190,27542,3,590,6.75,1.01,Floating
27,Male,Married,Salaried,1108961,18024,6,375,6.75,0.7,Fixed
29,Female,Married,Salaried,381111,223734,9,700,6.75,0.86,Fixed
21,Male,Married,Salaried,656475,504726,5,891,6.75,0.54,Fixed
35,Male,Single,Salaried,1331265,887463,2,830,6.75,0.87,Floating
53,Male,Married,Salaried,888396,334472,2,392,6.75,0.73,Fixed
42,Female,Married,Salaried,949349,535594,7,798,6.75,0.75,Fixed
53,Male,Single,Salaried,989903,214254,4,891,6.75,0.93,Floating
84,Male,Married,Retired,1344045,659371,9,704,6.75,0.8300000000000001,Fixed
26,Female,Married,Salaried,679584,805446,9,809,6.75,0.59,Floating
78,Male,Single,Retired,1049962,814412,6,414,6.75,0.77,Floating
70,Male,Single,Retired,76623,470728,5,873,6.75,1.03,Fixed
35,Male,Married,Salaried,194079,399258,7,606,6.75,0.44,Floating
60,Female,Married,Retired,875666,899869,5,415,6.75,0.96,Floating
52,Male,Single,Salaried,447375,400655,9,407,6.75,0.21,Fixed
80,Female,Married,Retired,1491634,516814,9,517,6.75,1.13,Floating
21,Female,Single,Salaried,465946,361347,7,336,6.75,0.8,Fixed
58,Female,Single,Salaried,936109,600548,4,335,6.75,0.27,Floating
62,Female,Married,Retired,1401214,89989,1,624,6.75,0.62,Floating
67,Female,Single,Retired,1246636,411937,4,698,6.75,0.76,Fixed
45,Female,Married,Salaried,727632,527664,3,632,6.75,0.76,Floating
59,Female,Single,Salaried,805054,810165,1,660,6.75,0.06,Fixed
86,Female,Single,Retired,1237343,448461,4,578,6.75,1.12,Floating
18,Female,Married,Salaried,1403442,236185,7,346,6.75,0.82,Floating
56,Male,Married,Salaried,1748467,322867,2,513,6.75,0.8,Fixed
34,Male,Married,Self-Employed,1402600,937693,7,845,6.75,0.99,Fixed
52,Male,Married,Salaried,1342690,547127,6,458,6.75,0.79,Floating
63,Female,Married,Retired,1171303,282748,9,334,6.75,0.63,Floating
59,Female,Single,Salaried,1060429,197318,2,787,6.75,0.35,Floating
56,Male,Married,Salaried,814544,612065,6,809,6.75,0.22,Fixed
66,Male,Married,Retired,1249227,293848,6,536,6.75,0.88,Fixed
79,Male,Single,Retired,881774,508202,6,658,6.75,1.1400000000000001,Floating
55,Male,Married,Salaried,1348241,270102,3,860,6.75,0.29,Floating
40,Female,Single,Salaried,1361177,232314,6,346,6.75,0.13,Floating
39,Male,Married,Salaried,1235113,384320,9,400,6.75,0.71,Floating
21,Male,Married,Salaried,688863,463119,3,897,6.75,0.12,Fixed
66,Male,Married,Retired,955857,483278,2,727,6.75,1.45,Fixed
76,Male,Single,Retired,1541926,416494,8,701,6.75,1.12,Floating
85,Female,Married,Retired,146544,829229,3,593,6.75,1.26,Floating
88,Male,Married,Retired,1095038,377462,5,847,6.75,1.3199999999999998,Floating
19,Female,Married,Salaried,1378527,931918,5,615,6.75,0.64,Floating
66,Male,Single,Retired,1217311,451460,2,536,6.75,1.2,Fixed
48,Male,Married,Salaried,2034680,602930,2,885,6.75,0.79,Fixed
57,Female,Single,Salaried,194069,588994,6,728,6.75,0.45,Floating
65,Female,Single,Retired,408176,724464,2,629,6.75,0.5,Fixed
68,Male,Married,Retired,1091160,254730,6,758,6.75,1.47,Floating
60,Male,Married,Retired,1465980,69694,7,312,6.75,0.74,Floating
72,Male,Married,Retired,1028682,798965,4,484,6.75,0.65,Fixed
66,Female,Married,Retired,1658997,901909,4,381,6.75,1.42,Floating
74,Male,Married,Retired,711377,661312,3,666,6.75,1.04,Floating
32,Male,Married,Salaried,863568,276387,1,612,6.75,0.28,Floating
44,Female,Married,Salaried,1381342,454506,4,464,6.75,0.93,Floating
85,Male,Married,Retired,823128,140401,3,822,6.75,1.3599999999999999,Floating
81,Male,Married,Retired,1468441,809002,8,817,6.75,0.96,Floating
47,Male,Married,Salaried,1347379,565637,5,402,6.75,0.96,Floating
53,Female,Single,Salaried,791832,634724,7,795,6.75,0.09,Floating
84,Male,Married,Retired,1149778,538897,3,641,6.75,1.44,Floating
66,Female,Married,Retired,760992,501118,3,458,6.75,0.96,Floating
72,Male,Married,Retired,553871,562674,6,445,6.75,0.96,Floating
73,Female,Married,Retired,804341,499852,4,485,6.75,0.95,Floating
85,Male,Married,Retired,910282,850199,8,500,6.75,0.9299999999999999,Floating
61,Male,Married,Retired,1055858,79206,3,329,6.75,1.04,Fixed
48,Female,Married,Self-Employed,945662,239949,5,462,6.75,1.0,Fixed
75,Female,Single,Retired,122496,391180,1,828,6.75,0.51,Fixed
70,Female,Single,Retired,1495426,444413,1,524,6.75,1.0,Fixed
40,Female,Married,Self-Employed,148867,800558,8,623,6.75,0.28,Fixed
45,Male,Single,Salaried,1094417,91093,7,778,6.75,0.17,Fixed
33,Male,Married,Salaried,629512,662741,1,805,6.75,0.93,Floating
54,Male,Married,Salaried,1073024,458284,6,543,6.75,0.38,Floating
38,Female,Married,Salaried,887926,755922,2,490,6.75,0.55,Fixed
34,Male,Married,Salaried,1173862,618245,1,542,6.75,0.93,Floating
54,Female,Married,Salaried,1260226,461758,5,816,6.75,0.48,Floating
36,Male,Single,Salaried,1518952,201825,5,491,6.75,0.29,Fixed
47,Female,Married,Salaried,1386571,602741,2,590,6.75,0.1,Fixed
62,Male,Married,Retired,1020693,381209,5,325,6.75,1.1,Floating
35,Male,Married,Salaried,1471601,467806,7,830,6.75,0.91,Floating
79,Female,Married,Retired,745591,734789,4,336,6.75,0.58,Floating
53,Male,Married,Salaried,1840453,942700,2,365,6.75,0.45,Fixed
69,Female,Married,Retired,702808,10776,5,683,6.75,1.1600000000000001,Floating
36,Female,Married,Salaried,765112,736017,6,330,6.75,0.1,Floating
61,Male,Married,Retired,91520,889547,8,701,6.75,0.58,Floating
24,Female,Married,Salaried,666126,450631,9,502,6.75,0.2,Fixed
61,Female,Married,Retired,866472,154081,8,855,6.75,0.63,Floating
85,Female,Married,Retired,863843,607842,7,571,6.75,0.88,Floating
51,Male,Married,Salaried,1841450,445149,9,813,6.75,0.41,Floating
83,Male,Married,Retired,1292498,1553658,9,870,6.75,0.95,Floating
86,Female,Married,Retired,1469504,600238,6,545,6.75,0.99,Floating
72,Female,Married,Retired,1000060,354645,3,779,6.75,0.56,Floating
27,Male,Married,Salaried,649457,59128,8,675,6.75,0.66,Floating
59,Male,Single,Salaried,2089447,416710,3,805,6.75,0.73,Fixed
58,Male,Married,Salaried,949538,765701,1,475,6.75,0.14,Fixed
86,Male,Single,Retired,1322237,20044,4,795,6.75,0.73,Floating
27,Female,Married,Salaried,526233,9891,9,563,6.75,0.28,Fixed
27,Female,Single,Salaried,414692,798892,8,335,6.75,0.42,Floating
77,Male,Single,Retired,1747910,387375,6,406,6.75,0.9,Floating
68,Female,Single,Retired,1216251,420218,3,324,6.75,0.71,Fixed
38,Male,Single,Salaried,888773,673584,3,723,6.75,0.07,Fixed
25,Female,Married,Salaried,905683,428180,7,680,6.75,0.29,Floating
82,Male,Married,Retired,482445,21499,5,778,6.75,1.28,Floating
47,Male,Married,Salaried,719470,301992,3,454,6.75,0.06,Fixed
66,Female,Married,Retired,1212858,640703,1,788,6.75,0.87,Fixed
26,Male,Single,Salaried,1022824,520035,9,721,6.75,0.19,Floating
34,Male,Married,Self-Employed,1376406,949754,5,764,6.75,0.71,Fixed
86,Male,Single,Retired,370371,623534,7,408,6.75,0.8300000000000001,Fixed
75,Male,Married,Retired,1087150,241656,9,721,6.75,0.9,Floating
74,Male,Married,Retired,1389916,921900,4,747,6.75,1.42,Fixed
79,Male,Single,Retired,103077,942030,5,444,6.75,1.1099999999999999,Floating
69,Female,Married,Retired,482996,288763,3,634,6.75,1.3199999999999998,Floating
78,Female,Married,Retired,276977,668833,7,835,6.75,1.1800000000000002,Floating
57,Male,Married,Salaried,1648264,699890,1,747,6.75,0.96,Fixed
55,Female,Single,Salaried,1036047,601932,8,416,6.75,0.57,Fixed
60,Male,Single,Retired,1070567,86808,3,362,6.75,0.75,Floating
80,Male,Single,Retired,1567233,1396500,4,787,6.75,1.19,Fixed
36,Male,Married,Salaried,944597,371680,4,449,6.75,0.82,Floating
67,Male,Married,Retired,675072,608015,7,480,6.75,1.47,Floating
50,Female,Married,Salaried,1085602,775670,7,629,6.75,0.62,Floating
30,Male,Married,Salaried,1215112,376008,4,567,6.75,0.82,Floating
79,Female,Married,Retired,434578,871990,6,755,6.75,1.21,Fixed
60,Male,Married,Retired,1783207,499753,8,403,6.75,1.28,Floating
66,Male,Married,Retired,53378,309422,4,680,6.75,1.1,Floating
53,Female,Married,Salaried,1163227,71761,1,466,6.75,0.29,Floating
27,Male,Married,Salaried,1836853,386760,7,858,6.75,0.09,Floating
23,Male,Married,Salaried,1060518,608903,2,855,6.75,0.72,Floating
74,Male,Married,Retired,27431,405415,3,315,6.75,1.33,Floating
18,Male,Married,Salaried,1743299,696383,8,795,6.75,0.77,Floating
88,Female,Married,Retired,759392,996623,2,333,6.75,0.54,Floating
75,Male,Single,Retired,1390439,408945,2,866,6.75,0.55,Fixed
38,Male,Married,Self-Employed,1209462,843281,4,669,6.75,0.1,Floating
73,Female,Single,Retired,991889,553703,6,373,6.75,1.3199999999999998,Floating
37,Male,Married,Salaried,29465,592138,2,835,6.75,0.61,Floating
71,Male,Married,Retired,1203476,503419,9,541,6.75,1.0899999999999999,Fixed
42,Male,Married,Salaried,1369050,618249,2,756,6.75,0.21,Floating
45,Male,Married,Salaried,199509,254418,9,539,6.75,0.08,Floating
22,Male,Married,Salaried,1837291,281284,7,699,6.75,0.8,Floating
38,Male,Married,Salaried,806912,319836,3,429,6.75,0.83,Fixed
35,Female,Single,Self-Employed,1908201,24876,9,362,6.75,0.25,Floating
64,Male,Married,Retired,1333511,136656,9,346,6.75,1.33,Floating
87,Male,Married,Retired,1011836,472523,6,554,6.75,0.81,Fixed
74,Male,Married,Retired,1052379,327537,2,830,6.75,1.31,Floating
36,Male,Married,Salaried,1492416,486239,7,867,6.75,0.07,Fixed
82,Female,Single,Retired,1763992,687735,4,310,6.75,0.8400000000000001,Floating
20,Male,Married,Salaried,514067,574546,4,776,6.75,0.77,Floating
59,Male,Married,Salaried,700714,467101,7,676,6.75,0.29,Floating
38,Male,Married,Salaried,1829014,54089,5,522,6.75,0.04,Floating
57,Male,Married,Salaried,558917,514893,1,373,6.75,0.15,Fixed
84,Female,Married,Retired,1011071,297079,3,433,6.75,1.46,Floating
42,Male,Married,Self-Employed,656355,707768,7,605,6.75,0.6,Fixed
72,Male,Single,Retired,1369607,260841,9,549,6.75,0.6799999999999999,Fixed
69,Male,Married,Retired,231842,156579,9,840,6.75,1.15,Fixed
61,Male,Married,Retired,1367332,926058,7,576,6.75,1.12,Floating
73,Male,Single,Retired,1580178,40967,5,468,6.75,0.9099999999999999,Floating
72,Male,Married,Retired,1328734,1006910,4,496,6.75,1.17,Fixed
87,Female,Married,Retired,584277,531789,9,899,6.75,0.61,Floating
83,Male,Single,Retired,771659,399049,6,634,6.75,0.8200000000000001,Floating
36,Female,Married,Salaried,661259,370236,2,739,6.75,0.04,Fixed
24,Male,Married,Salaried,1325888,764002,3,461,6.75,0.91,Fixed
80,Female,Married,Retired,987718,565231,7,355,6.75,1.3900000000000001,Floating
59,Male,Single,Salaried,1439404,552181,4,482,6.75,0.2,Fixed
59,Female,Married,Salaried,889385,480298,7,715,6.75,0.71,Fixed
76,Male,Single,Retired,864082,361744,5,513,6.75,1.31,Floating
37,Male,Married,Self-Employed,1800093,875025,1,328,6.75,0.41,Fixed
34,Female,Married,Salaried,654762,357533,3,302,6.75,0.82,Floating
44,Male,Married,Self-Employed,1323278,115105,9,624,6.75,0.49,Floating
64,Male,Married,Retired,1392045,591715,4,475,6.75,1.3,Floating
19,Male,Single,Salaried,2185694,141328,5,611,6.75,0.76,Fixed
80,Male,Single,Retired,1827849,942199,2,453,6.75,1.06,Fixed
79,Male,Married,Retired,1274513,623363,8,692,6.75,1.01,Fixed
36,Male,Married,Salaried,1354872,134960,1,663,6.75,0.29,Fixed
34,Male,Married,Salaried,1630939,614257,4,657,6.75,0.41,Floating
86,Male,Married,Retired,679204,388040,6,355,6.75,0.89,Floating
56,Male,Married,Salaried,1880718,882315,8,583,6.75,0.1,Floating
88,Male,Single,Retired,984401,457853,4,488,6.75,1.02,Floating
56,Male,Married,Salaried,1340869,464597,2,893,6.75,0.58,Floating
53,Female,Married,Salaried,1180740,379927,4,315,6.75,0.97,Floating
57,Male,Single,Salaried,621492,411310,1,486,6.75,0.28,Floating
62,Female,Married,Retired,809506,124954,8,475,6.75,0.9,Fixed
21,Female,Single,Salaried,601309,329243,9,572,6.75,0.55,Floating
42,Female,Single,Self-Employed,1109639,198814,3,794,6.75,0.85,Floating
86,Female,Married,Retired,234059,374120,8,846,6.75,0.76,Floating
47,Female,Married,Self-Employed,505520,827710,9,742,6.75,0.23,Fixed
85,Male,Married,Retired,778312,985627,8,515,6.75,1.03,Fixed
46,Male,Single,Salaried,921133,562733,2,592,6.75,0.13,Floating
85,Male,Married,Retired,1727920,319204,2,412,6.75,1.2,Floating
68,Female,Single,Retired,1497482,75373,4,329,6.75,1.3599999999999999,Floating
41,Female,Married,Salaried,941348,352632,1,637,6.75,0.03,Fixed
31,Female,Married,Salaried,1907202,125566,3,518,6.75,0.19,Fixed
86,Female,Single,Retired,1167804,432723,4,699,6.75,1.08,Floating
35,Female,Married,Salaried,1337061,482289,2,346,6.75,0.83,Fixed
59,Male,Single,Salaried,54445,556070,7,340,6.75,0.49,Floating
74,Female,Married,Retired,529125,530267,3,552,6.75,1.28,Fixed
29,Male,Married,Salaried,1523824,77932,7,652,6.75,0.42,Fixed
34,Male,Married,Salaried,1327381,212018,7,500,6.75,0.39,Fixed
47,Male,Single,Salaried,1897610,217651,9,747,6.75,0.18,Fixed
40,Male,Single,Salaried,1858750,365956,4,515,6.75,0.15,Floating
18,Female,Single,Salaried,734649,530563,4,521,6.75,0.75,Floating
49,Male,Married,Self-Employed,1575558,269155,1,470,6.75,0.17,Fixed
26,Female,Married,Salaried,508714,1448210,6,524,6.75,0.41,Floating
32,Male,Married,Self-Employed,205975,868453,6,418,6.75,0.55,Fixed
45,Male,Married,Salaried,1159537,188951,7,409,6.75,0.26,Fixed
41,Female,Single,Salaried,1382692,898384,9,869,6.75,0.83,Floating
77,Female,Single,Retired,1167369,999439,9,771,6.75,0.9,Floating
52,Male,Married,Salaried,1478083,124802,5,575,6.75,0.38,Floating
44,Male,Single,Salaried,709190,144581,2,413,6.75,0.18,Fixed
37,Male,Single,Salaried,1509406,537447,1,490,6.75,0.22,Floating
82,Female,Single,Retired,740047,818085,2,812,6.75,0.79,Fixed
66,Female,Married,Retired,2194412,1196134,2,322,6.75,0.85,Floating
18,Male,Single,Salaried,1428025,16797,1,844,6.75,0.7,Fixed
27,Male,Married,Salaried,1788665,261836,8,508,6.75,1.0,Floating
64,Female,Married,Retired,377772,323494,3,749,6.75,1.01,Floating
76,Female,Married,Retired,789649,752115,8,737,6.75,1.21,Fixed
79,Female,Married,Retired,957144,73934,6,545,6.75,0.74,Floating
35,Male,Married,Salaried,419165,121957,1,464,6.75,0.95,Fixed
63,Female,Married,Retired,1807314,517846,7,547,6.75,1.31,Floating
49,Female,Single,Self-Employed,1028371,498869,3,690,6.75,0.69,Floating
44,Female,Married,Self-Employed,245208,770694,9,544,6.75,0.31,Floating
35,Male,Married,Salaried,751659,313229,9,445,6.75,0.08,Floating
56,Female,Married,Salaried,438348,824013,4,725,6.75,0.97,Floating
66,Female,Married,Retired,1372588,773911,2,630,6.75,1.23,Floating
61,Female,Married,Retired,1303507,469024,9,492,6.75,0.64,Fixed
89,Male,Married,Retired,1323800,338334,5,424,6.75,1.05,Fixed
71,Male,Single,Retired,1490330,1006058,8,868,6.75,1.1099999999999999,Fixed
51,Male,Single,Salaried,2098604,1280422,9,785,6.75,0.44,Floating
88,Male,Married,Retired,1907266,413515,1,496,6.75,0.97,Fixed
53,Male,Married,Salaried,776051,208931,3,513,6.75,0.55,Floating
35,Male,Married,Salaried,2064713,1781398,7,760,6.75,0.8,Fixed
55,Male,Married,Salaried,899856,306236,2,828,6.75,0.81,Fixed
76,Female,Married,Retired,1052459,338593,4,797,6.75,1.46,Floating
26,Male,Single,Salaried,1035566,273201,4,690,6.75,0.17,Floating
89,Male,Married,Retired,1332349,387040,7,567,6.75,0.61,Floating
68,Female,Single,Retired,66597,620061,2,593,6.75,1.1099999999999999,Fixed
52,Male,Married,Salaried,1012452,346072,8,514,6.75,0.7,Fixed
22,Male,Married,Salaried,1147678,470546,8,738,6.75,0.34,Floating
31,Male,Married,Self-Employed,157598,288365,6,883,6.75,0.98,Floating
47,Male,Married,Self-Employed,148286,646430,4,314,6.75,0.84,Floating
21,Male,Married,Salaried,587135,469771,2,329,6.75,0.49,Fixed
56,Male,Married,Salaried,629734,130557,3,866,6.75,0.72,Fixed
81,Female,Married,Retired,1021446,462463,3,372,6.75,0.95,Fixed
42,Male,Married,Salaried,933463,569920,3,448,6.75,0.2,Floating
45,Male,Married,Self-Employed,1587007,376186,4,535,6.75,0.16,Fixed
83,Female,Married,Retired,810016,123519,7,615,6.75,0.79,Floating
39,Male,Married,Salaried,819340,875578,9,474,6.75,0.9,Fixed
48,Male,Married,Salaried,1501946,198098,4,837,6.75,0.38,Floating
40,Female,Married,Salaried,48653,684840,7,895,6.75,0.91,Floating
65,Male,Married,Retired,1886801,386149,6,422,6.75,1.3,Floating
37,Female,Single,Self-Employed,238739,471269,9,359,6.75,0.61,Floating
55,Male,Single,Salaried,1510430,440451,8,450,6.75,0.9,Floating
72,Female,Single,Retired,1422079,800902,2,786,6.75,0.69,Floating
85,Male,Married,Retired,1782616,569953,3,896,6.75,0.58,Floating
18,Male,Married,Salaried,642799,543434,6,645,6.75,0.75,Floating
24,Female,Single,Salaried,1021035,134597,5,368,6.75,0.91,Floating
74,Female,Married,Retired,424168,949332,2,482,6.75,0.88,Fixed
29,Female,Married,Salaried,969348,44010,2,884,6.75,0.0,Fixed
22,Female,Married,Salaried,948795,890234,5,679,6.75,0.77,Fixed
67,Female,Married,Retired,1776811,47867,5,856,6.75,0.86,Fixed
59,Male,Married,Salaried,1268780,1043662,1,360,6.75,0.59,Fixed
29,Male,Married,Salaried,983051,623720,3,716,6.75,0.21,Floating
35,Male,Married,Self-Employed,976584,345346,9,772,6.75,0.68,Fixed
83,Female,Single,Retired,770426,85016,3,666,6.75,1.03,Floating
34,Female,Married,Self-Employed,880459,495204,6,636,6.75,0.03,Fixed
85,Female,Married,Retired,1041065,637625,6,555,6.75,0.51,Fixed
88,Female,Single,Retired,1969449,517213,2,659,6.75,0.94,Floating
79,Female,Married,Retired,1200897,377832,7,318,6.75,0.66,Fixed
58,Male,Single,Salaried,482331,281858,9,740,6.75,0.91,Floating
51,Male,Married,Salaried,2304021,1708784,9,387,6.75,0.1,Floating
87,Female,Married,Retired,1517236,404106,8,871,6.75,1.22,Floating
62,Male,Single,Retired,1485986,611062,5,702,6.75,0.85,Fixed
75,Male,Married,Retired,891999,663947,8,424,6.75,1.4300000000000002,Floating
68,Male,Married,Retired,1398760,127525,9,479,6.75,0.63,Floating
51,Male,Married,Salaried,1152150,469593,1,646,6.75,0.78,Fixed
61,Female,Married,Retired,320359,893967,1,767,6.75,1.46,Floating
32,Male,Single,Salaried,1226819,587185,5,682,6.75,0.96,Floating
87,Female,Married,Retired,372530,633710,7,624,6.75,0.76,Floating
67,Male,Married,Retired,1149021,372796,9,850,6.75,0.8,Floating
49,Female,Single,Salaried,1195661,826323,9,501,6.75,0.15,Fixed
84,Female,Married,Retired,543841,1085588,3,862,6.75,0.87,Fixed
20,Female,Single,Salaried,1058782,267235,1,415,6.75,0.68,Floating
68,Female,Married,Retired,1297229,735667,3,382,6.75,0.51,Floating
84,Male,Married,Retired,743716,87108,8,745,6.75,1.15,Floating
65,Male,Married,Retired,1228581,682540,7,414,6.75,0.52,Fixed
34,Male,Single,Self-Employed,1636152,632122,5,384,6.75,0.67,Fixed
24,Female,Married,Salaried,1421076,156758,9,494,6.75,0.84,Floating
30,Female,Married,Self-Employed,845046,777665,4,358,6.75,0.36,Floating
83,Male,Married,Retired,1726594,201171,6,532,6.75,0.9099999999999999,Fixed
21,Female,Married,Salaried,1376450,1079842,5,446,6.75,0.73,Floating
27,Male,Married,Salaried,915445,543083,6,873,6.75,0.81,Fixed
34,Male,Single,Salaried,691604,453753,4,657,6.75,1.0,Floating
69,Female,Married,Retired,1309362,299800,3,387,6.75,1.04,Floating
23,Male,Married,Salaried,1542680,682369,5,364,6.75,0.85,Fixed
86,Male,Married,Retired,1567042,602345,5,834,6.75,0.56,Floating
26,Female,Married,Salaried,1308152,542717,2,594,6.75,0.11,Fixed
38,Female,Single,Salaried,829520,274906,4,359,6.75,0.87,Floating
41,Male,Married,Salaried,1284062,419650,3,855,6.75,0.38,Floating
21,Female,Single,Salaried,569580,278678,7,369,6.75,0.23,Floating
41,Male,Married,Salaried,1145014,14453,5,845,6.75,0.41,Fixed
76,Male,Single,Retired,1899152,458066,6,836,6.75,1.03,Floating
20,Female,Married,Salaried,496269,165896,7,859,6.75,0.32,Floating
85,Male,Single,Retired,723256,1105552,2,437,6.75,0.7,Fixed
57,Male,Married,Salaried,1473381,1063119,4,709,6.75,0.04,Floating
65,Male,Single,Retired,561805,605902,6,573,6.75,1.27,Floating
71,Female,Married,Retired,1767362,49069,3,487,6.75,1.4,Floating
