Age,Gender,Marital Status,Dependents,Employment,Income (₹),Years in Job,Credit Score,Active Loans,Missed Payments (12M),Loan Amount (₹),LTV (%),DTI (%),Loan Tenure (yrs),Repayment Type,Co-applicant Present,Co-applicant Income (₹),Existing Customer,Salary Account,Base Rate Type,Base Rate (%),Dynamic Rate (%)
47,Female,Divorced,1,Salaried,620000,9,846,4,3,8100000,76,37,16,Standard EMI,Yes,2350000,No,Yes,Floating,6.5,6.98
23,Female,Single,1,Contractual,350000,5,522,1,0,1890000,84,44,20,Standard EMI,No,1180000,No,Yes,Floating,6.5,8.49
31,Female,Single,2,Salaried,1160000,2,801,3,0,6230000,82,37,12,Step-up EMI,No,910000,Yes,No,Floating,6.5,5.7
75,Other,Divorced,3,Salaried,1010000,30,687,4,1,2560000,58,31,14,Step-up EMI,No,1400000,Yes,Yes,Fixed,6.5,7.2
21,Other,Single,4,Salaried,890000,1,634,5,3,1280000,88,35,29,Standard EMI,Yes,2140000,Yes,Yes,Fixed,6.5,7.73
28,Other,Single,1,Contractual,570000,8,631,3,2,1070000,84,41,28,Standard EMI,Yes,550000,No,Yes,Floating,6.5,9.72
18,Male,Single,2,Salaried,1280000,1,609,4,2,390000,90,31,30,Step-up EMI,No,240000,Yes,Yes,Fixed,6.5,7.55
19,Female,Single,0,Salaried,650000,1,545,1,0,1710000,83,39,21,Standard EMI,Yes,1550000,Yes,Yes,Fixed,6.5,7.93
51,Other,Single,4,Part-time,920000,25,607,2,2,2760000,84,40,20,Step-up EMI,No,1750000,Yes,Yes,Floating,6.5,8.77
71,Other,Divorced,2,Salaried,1320000,39,730,3,1,1840000,68,24,8,Step-up EMI,No,800000,Yes,Yes,Fixed,6.5,6.75
21,Male,Single,3,Salaried,520000,1,596,2,0,670000,90,30,29,Standard EMI,No,1530000,No,Yes,Floating,6.5,9.13
61,Male,Married,0,Salaried,1020000,33,830,2,0,1580000,69,30,14,Standard EMI,No,1080000,Yes,Yes,Fixed,6.5,6.74
60,Male,Divorced,2,Salaried,740000,39,844,0,3,1340000,57,28,14,Step-up EMI,No,500000,Yes,Yes,Floating,6.5,8.59
70,Other,Widowed,2,Retired,580000,28,639,2,1,1300000,57,26,9,Step-up EMI,Yes,1070000,Yes,Yes,Fixed,6.5,7.58
28,Other,Single,0,Salaried,690000,8,643,5,2,560000,82,38,21,Standard EMI,Yes,390000,No,Yes,Floating,6.5,7.84
52,Male,Divorced,0,Salaried,1810000,2,691,5,3,9300000,82,32,18,Standard EMI,No,2200000,No,No,Fixed,6.5,9.13
54,Female,Widowed,1,Salaried,1780000,9,805,5,0,9650000,83,29,22,Step-up EMI,Yes,2160000,No,No,Floating,6.5,6.61
19,Male,Single,0,Part-time,350000,1,588,1,3,1880000,84,41,22,Standard EMI,No,630000,Yes,Yes,Fixed,6.5,9.35
41,Male,Widowed,0,Part-time,850000,7,737,3,0,3400000,76,31,19,Step-up EMI,No,920000,Yes,Yes,Floating,6.5,7.0
47,Other,Single,4,Contractual,720000,8,679,1,1,4850000,79,31,13,Step-up EMI,No,2450000,No,Yes,Fixed,6.5,8.13
47,Other,Single,3,Part-time,800000,3,728,0,2,3560000,80,40,10,Step-up EMI,No,1630000,Yes,No,Floating,6.5,6.72
31,Female,Married,2,Salaried,1430000,8,729,0,2,4220000,82,33,18,Step-up EMI,No,1920000,No,Yes,Floating,6.5,6.21
39,Other,Married,4,Part-time,570000,19,647,1,0,2660000,83,35,16,Standard EMI,No,2430000,Yes,Yes,Floating,6.5,9.54
36,Female,Widowed,4,Salaried,2470000,3,674,0,2,4290000,75,34,15,Standard EMI,Yes,1900000,Yes,No,Floating,6.5,9.15
61,Other,Single,1,Contractual,440000,39,800,4,3,1800000,72,31,8,Step-up EMI,No,1450000,No,No,Floating,6.5,6.49
36,Male,Widowed,4,Contractual,540000,1,787,0,3,3820000,81,27,17,Standard EMI,No,630000,Yes,No,Fixed,6.5,7.96
42,Other,Married,3,Part-time,640000,8,694,4,0,2310000,85,28,20,Standard EMI,Yes,2400000,Yes,Yes,Floating,6.5,7.67
63,Other,Single,2,Part-time,770000,13,676,4,2,1620000,53,35,15,Standard EMI,Yes,1900000,Yes,Yes,Floating,6.5,7.92
70,Male,Divorced,4,Salaried,960000,21,669,2,0,2730000,52,23,5,Standard EMI,Yes,2240000,No,Yes,Fixed,6.5,8.86
59,Male,Widowed,3,Contractual,720000,5,707,1,1,3550000,85,38,15,Step-up EMI,Yes,2260000,Yes,No,Floating,6.5,8.02
71,Male,Divorced,4,Part-time,450000,37,693,5,3,960000,55,29,12,Step-up EMI,Yes,850000,No,Yes,Fixed,6.5,8.26
35,Male,Widowed,1,Contractual,1900000,13,754,4,2,1810000,81,25,13,Step-up EMI,No,870000,No,No,Floating,6.5,6.43
25,Female,Single,2,Salaried,390000,4,707,3,2,1750000,87,41,24,Step-up EMI,Yes,1450000,No,Yes,Fixed,6.5,7.31
53,Other,Divorced,4,Part-time,620000,19,632,4,1,2180000,81,35,11,Step-up EMI,Yes,730000,Yes,No,Fixed,6.5,9.07
50,Male,Widowed,0,Salaried,500000,23,775,5,0,2740000,84,25,16,Standard EMI,Yes,1700000,Yes,Yes,Floating,6.5,8.15
58,Male,Divorced,3,Salaried,1230000,18,758,0,0,3290000,79,33,21,Standard EMI,Yes,1660000,No,Yes,Floating,6.5,6.79
18,Male,Single,4,Salaried,830000,1,561,0,0,920000,80,34,25,Step-up EMI,No,2360000,No,No,Floating,6.5,9.72
46,Other,Widowed,2,Part-time,920000,17,703,3,3,2870000,83,35,16,Standard EMI,Yes,2160000,No,Yes,Floating,6.5,7.37
30,Male,Single,4,Salaried,410000,5,650,1,1,360000,85,42,22,Step-up EMI,No,150000,Yes,Yes,Fixed,6.5,9.05
19,Male,Single,0,Contractual,400000,1,649,4,3,1920000,87,31,21,Step-up EMI,No,1520000,No,Yes,Fixed,6.5,9.44
49,Female,Single,0,Part-time,420000,31,683,4,1,1840000,77,29,15,Standard EMI,Yes,2260000,No,No,Floating,6.5,9.69
49,Female,Married,0,Salaried,490000,19,815,2,3,5990000,81,34,11,Standard EMI,No,170000,No,No,Fixed,6.5,5.94
38,Other,Single,0,Salaried,2020000,19,780,3,3,2160000,80,35,24,Standard EMI,Yes,1430000,Yes,Yes,Fixed,6.5,7.55
32,Female,Single,0,Part-time,410000,4,736,2,2,3860000,85,36,14,Step-up EMI,Yes,740000,No,Yes,Floating,6.5,7.05
73,Other,Married,1,Part-time,590000,24,681,4,0,1890000,51,20,7,Standard EMI,Yes,1300000,No,No,Fixed,6.5,9.29
18,Female,Single,0,Contractual,480000,1,650,0,0,1460000,88,33,22,Step-up EMI,No,2180000,No,No,Floating,6.5,8.2
64,Male,Divorced,2,Retired,410000,10,633,2,2,1420000,59,27,6,Step-up EMI,Yes,190000,No,No,Fixed,6.5,9.74
38,Female,Widowed,2,Salaried,2350000,16,761,2,0,2030000,85,32,10,Step-up EMI,Yes,2000000,Yes,No,Fixed,6.5,6.84
75,Other,Married,3,Retired,310000,51,643,5,2,1120000,75,35,14,Standard EMI,Yes,1440000,No,No,Fixed,6.5,9.08
60,Other,Divorced,4,Part-time,240000,8,682,1,3,990000,59,33,13,Standard EMI,No,130000,Yes,No,Floating,6.5,8.63
21,Other,Single,4,Part-time,160000,3,518,1,3,1280000,88,38,22,Step-up EMI,No,1020000,Yes,Yes,Floating,6.5,9.53
71,Male,Single,1,Part-time,430000,53,655,4,2,1370000,57,32,6,Standard EMI,Yes,1570000,Yes,Yes,Floating,6.5,8.92
72,Female,Divorced,0,Part-time,530000,6,728,2,3,660000,60,27,5,Step-up EMI,Yes,220000,Yes,No,Fixed,6.5,7.71
72,Female,Married,0,Contractual,1070000,47,658,2,0,1060000,52,23,8,Step-up EMI,Yes,2130000,Yes,Yes,Fixed,6.5,8.74
39,Other,Widowed,2,Salaried,1260000,21,843,2,0,3670000,80,29,11,Step-up EMI,Yes,630000,No,Yes,Floating,6.5,6.36
37,Male,Divorced,4,Part-time,830000,17,724,5,2,2230000,75,33,24,Step-up EMI,Yes,880000,No,Yes,Fixed,6.5,8.54
57,Male,Married,1,Salaried,2220000,33,734,3,3,4280000,83,30,16,Step-up EMI,Yes,1860000,Yes,Yes,Floating,6.5,6.14
53,Female,Single,2,Salaried,1470000,16,850,5,1,3400000,84,31,13,Step-up EMI,Yes,1220000,No,No,Floating,6.5,6.09
41,Male,Widowed,2,Part-time,850000,12,710,5,2,1590000,81,36,14,Step-up EMI,Yes,2130000,Yes,Yes,Floating,6.5,8.32
67,Female,Single,4,Contractual,720000,43,779,2,2,1790000,56,21,12,Standard EMI,No,2280000,Yes,Yes,Fixed,6.5,6.98
35,Other,Single,4,Salaried,530000,16,839,4,2,2460000,83,38,22,Standard EMI,Yes,610000,Yes,Yes,Floating,6.5,7.08
31,Female,Single,1,Part-time,1130000,8,615,5,3,2600000,75,33,16,Step-up EMI,No,990000,No,No,Floating,6.5,8.51
21,Male,Single,4,Part-time,140000,1,713,4,2,1590000,81,42,27,Step-up EMI,Yes,1080000,No,Yes,Fixed,6.5,6.11
54,Female,Married,3,Part-time,750000,13,600,2,1,2560000,76,37,19,Standard EMI,Yes,2180000,No,Yes,Floating,6.5,9.26
65,Female,Single,4,Salaried,1250000,22,799,4,1,2620000,58,34,5,Standard EMI,No,1660000,Yes,No,Fixed,6.5,6.48
70,Male,Married,3,Salaried,1430000,7,685,2,0,1900000,68,27,9,Standard EMI,No,1180000,Yes,No,Floating,6.5,9.73
30,Other,Single,1,Contractual,160000,12,575,4,0,1190000,90,42,23,Step-up EMI,No,840000,Yes,No,Floating,6.5,8.49
58,Male,Divorced,1,Part-time,770000,18,739,0,0,3130000,75,26,10,Standard EMI,No,840000,No,Yes,Fixed,6.5,8.45
36,Female,Married,3,Contractual,1260000,12,653,3,0,1850000,79,29,19,Step-up EMI,Yes,1670000,Yes,No,Fixed,6.5,9.84
23,Male,Single,2,Contractual,200000,3,590,0,2,250000,89,35,24,Standard EMI,Yes,500000,Yes,No,Fixed,6.5,8.93
42,Male,Single,3,Salaried,420000,16,843,3,0,6760000,84,32,12,Standard EMI,No,520000,No,Yes,Floating,6.5,7.39
28,Other,Single,1,Salaried,460000,9,740,0,0,350000,88,45,29,Step-up EMI,Yes,1560000,No,No,Floating,6.5,5.59
41,Other,Single,3,Part-time,470000,8,616,0,1,3640000,81,35,19,Step-up EMI,Yes,1860000,No,Yes,Floating,6.5,7.61
72,Female,Married,3,Contractual,380000,17,678,5,1,1040000,67,31,11,Standard EMI,Yes,910000,Yes,No,Floating,6.5,7.84
43,Male,Single,1,Contractual,1750000,17,698,2,1,1920000,79,39,23,Standard EMI,No,1660000,Yes,Yes,Floating,6.5,8.61
20,Female,Single,3,Contractual,580000,2,583,4,2,1350000,88,31,24,Standard EMI,Yes,1760000,No,No,Floating,6.5,9.73
51,Other,Married,0,Salaried,2850000,17,773,4,2,2280000,82,28,18,Standard EMI,No,1370000,Yes,No,Fixed,6.5,8.54
73,Other,Divorced,0,Salaried,980000,43,662,5,2,2290000,69,26,10,Standard EMI,No,840000,No,No,Floating,6.5,9.5
75,Other,Single,3,Part-time,780000,42,729,2,3,1890000,55,22,14,Step-up EMI,No,1160000,Yes,No,Fixed,6.5,7.29
58,Male,Widowed,3,Part-time,1110000,27,687,3,1,3990000,78,26,17,Step-up EMI,No,2420000,No,Yes,Fixed,6.5,9.34
40,Other,Married,1,Contractual,1840000,5,724,2,0,4160000,80,29,15,Standard EMI,Yes,1640000,No,No,Floating,6.5,7.9
68,Other,Widowed,2,Contractual,860000,34,763,0,1,1670000,51,35,10,Standard EMI,Yes,2180000,No,Yes,Fixed,6.5,6.38
24,Male,Single,4,Salaried,1100000,6,588,1,3,490000,82,39,20,Step-up EMI,No,2350000,Yes,Yes,Fixed,6.5,9.46
46,Other,Divorced,3,Part-time,580000,7,655,5,1,2720000,82,26,19,Step-up EMI,Yes,40000,No,Yes,Fixed,6.5,8.94
74,Female,Single,4,Retired,400000,2,725,4,2,1200000,62,31,14,Step-up EMI,No,960000,No,No,Fixed,6.5,7.96
56,Male,Married,1,Part-time,550000,9,633,2,2,2740000,78,34,25,Standard EMI,No,640000,Yes,No,Fixed,6.5,7.85
43,Other,Divorced,3,Salaried,820000,21,746,5,2,3320000,78,32,13,Standard EMI,No,980000,Yes,Yes,Fixed,6.5,6.93
24,Male,Single,4,Contractual,200000,1,635,1,3,1100000,89,32,26,Step-up EMI,No,800000,Yes,No,Floating,6.5,9.35
38,Male,Divorced,3,Salaried,2950000,1,657,0,3,4980000,77,25,18,Standard EMI,Yes,850000,Yes,Yes,Fixed,6.5,9.6
62,Other,Married,3,Salaried,1110000,6,826,1,0,2780000,56,32,9,Standard EMI,No,1840000,No,Yes,Floating,6.5,7.61
23,Male,Single,2,Contractual,290000,3,745,1,0,1290000,80,38,25,Step-up EMI,No,700000,Yes,Yes,Fixed,6.5,7.38
20,Male,Single,0,Contractual,250000,2,653,2,0,1200000,84,31,22,Standard EMI,Yes,2010000,Yes,Yes,Floating,6.5,9.02
19,Female,Single,1,Contractual,450000,1,559,0,2,1700000,86,34,30,Step-up EMI,Yes,810000,No,Yes,Fixed,6.5,7.82
19,Female,Single,3,Part-time,240000,1,591,0,2,1510000,84,41,26,Step-up EMI,No,1910000,Yes,No,Floating,6.5,8.62
18,Female,Single,2,Part-time,340000,1,746,0,1,1540000,84,39,26,Standard EMI,Yes,1830000,Yes,Yes,Fixed,6.5,6.49
22,Other,Single,4,Contractual,180000,4,732,4,1,290000,85,35,25,Standard EMI,No,1340000,No,No,Fixed,6.5,7.43
26,Male,Single,0,Part-time,790000,8,695,5,3,1730000,87,44,29,Step-up EMI,Yes,2440000,No,No,Fixed,6.5,7.74
18,Male,Single,3,Salaried,1060000,1,618,4,2,1810000,88,40,29,Standard EMI,Yes,570000,No,No,Fixed,6.5,8.5
27,Female,Single,0,Part-time,260000,8,746,4,1,790000,88,41,22,Standard EMI,Yes,2170000,No,Yes,Floating,6.5,8.02
26,Other,Single,0,Contractual,560000,7,565,5,0,1590000,82,32,29,Standard EMI,Yes,2270000,No,Yes,Fixed,6.5,9.42
53,Male,Divorced,0,Salaried,2210000,14,731,4,2,5000000,76,27,23,Step-up EMI,No,170000,No,Yes,Floating,6.5,7.9
24,Other,Single,0,Part-time,310000,5,593,2,2,1390000,81,44,28,Step-up EMI,No,1600000,No,No,Fixed,6.5,8.76
59,Male,Married,2,Contractual,1220000,24,685,5,3,3250000,77,30,19,Standard EMI,No,1560000,No,No,Fixed,6.5,9.64
34,Male,Married,0,Contractual,1760000,11,771,1,3,3320000,81,40,13,Standard EMI,Yes,1930000,Yes,No,Fixed,6.5,6.39
73,Other,Widowed,1,Salaried,540000,2,815,5,3,2490000,72,35,8,Standard EMI,Yes,2190000,No,No,Fixed,6.5,6.53
20,Female,Single,4,Contractual,110000,2,631,2,1,1910000,81,42,25,Standard EMI,No,1050000,Yes,Yes,Fixed,6.5,8.89
49,Other,Married,2,Contractual,1950000,11,703,3,0,2880000,79,32,21,Step-up EMI,Yes,1120000,No,No,Floating,6.5,6.63
60,Male,Single,2,Salaried,1070000,13,712,3,0,1910000,63,32,7,Step-up EMI,No,2160000,Yes,Yes,Fixed,6.5,6.64
71,Other,Single,2,Part-time,480000,47,698,2,1,820000,68,30,13,Step-up EMI,No,740000,No,Yes,Floating,6.5,8.1
44,Female,Single,3,Salaried,1870000,19,742,3,2,9310000,80,28,18,Standard EMI,Yes,60000,No,Yes,Floating,6.5,7.6
60,Male,Widowed,4,Retired,430000,27,697,1,0,1450000,69,26,12,Standard EMI,Yes,1660000,Yes,No,Fixed,6.5,10.13
20,Female,Single,1,Salaried,480000,1,720,0,2,440000,86,37,22,Step-up EMI,Yes,1440000,No,No,Floating,6.5,6.58
73,Other,Single,2,Retired,440000,42,648,2,2,1260000,72,33,5,Standard EMI,Yes,410000,No,No,Fixed,6.5,9.31
62,Male,Single,3,Part-time,320000,43,646,0,3,1660000,66,22,8,Standard EMI,No,1590000,No,No,Fixed,6.5,9.32
49,Other,Single,4,Part-time,1060000,5,648,3,2,3250000,76,36,19,Step-up EMI,Yes,1990000,Yes,Yes,Floating,6.5,7.96
47,Male,Divorced,0,Contractual,750000,17,782,5,3,3510000,84,31,24,Standard EMI,Yes,1870000,Yes,Yes,Fixed,6.5,7.78
44,Female,Divorced,0,Salaried,1840000,15,715,0,3,8640000,85,33,15,Step-up EMI,No,540000,No,Yes,Floating,6.5,7.72
66,Female,Divorced,2,Part-time,410000,36,622,4,3,640000,55,24,14,Step-up EMI,No,2430000,No,No,Fixed,6.5,8.62
70,Female,Widowed,2,Contractual,360000,24,748,1,1,1970000,67,24,9,Standard EMI,No,450000,No,Yes,Floating,6.5,6.73
19,Female,Single,2,Part-time,150000,1,593,1,0,1140000,90,38,26,Step-up EMI,No,270000,No,Yes,Fixed,6.5,9.8
68,Female,Single,2,Retired,420000,8,646,3,3,980000,75,29,11,Standard EMI,Yes,360000,Yes,No,Fixed,6.5,7.71
30,Female,Single,1,Salaried,450000,1,586,2,1,990000,86,35,30,Step-up EMI,No,980000,Yes,No,Fixed,6.5,9.53
33,Other,Widowed,0,Salaried,2890000,12,726,1,3,6550000,85,35,20,Step-up EMI,No,60000,No,No,Floating,6.5,6.65
69,Female,Widowed,2,Part-time,410000,13,657,3,1,880000,70,22,7,Step-up EMI,Yes,1510000,No,Yes,Fixed,6.5,8.97
41,Other,Single,3,Part-time,630000,19,708,3,0,2110000,84,36,17,Standard EMI,No,890000,No,No,Fixed,6.5,6.98
43,Male,Divorced,3,Salaried,1010000,2,696,0,2,3810000,78,26,12,Standard EMI,No,650000,No,Yes,Floating,6.5,10.38
19,Other,Single,3,Salaried,1310000,1,698,1,1,1160000,88,33,25,Standard EMI,Yes,1160000,No,Yes,Floating,6.5,8.35
30,Male,Single,0,Salaried,1120000,9,524,2,1,1030000,81,34,20,Standard EMI,No,460000,No,No,Floating,6.5,8.09
75,Female,Divorced,0,Contractual,330000,45,692,2,2,1040000,60,27,8,Step-up EMI,No,1680000,No,Yes,Floating,6.5,9.72
71,Other,Divorced,2,Retired,520000,31,668,3,2,910000,61,25,11,Standard EMI,Yes,800000,No,Yes,Fixed,6.5,9.05
54,Other,Divorced,1,Part-time,710000,8,626,5,2,2730000,78,25,17,Standard EMI,No,2270000,No,No,Floating,6.5,7.88
22,Male,Single,2,Contractual,240000,3,733,0,2,1990000,89,43,25,Step-up EMI,Yes,1470000,No,No,Fixed,6.5,7.71
25,Female,Single,0,Part-time,260000,4,750,5,2,1250000,88,34,29,Step-up EMI,Yes,480000,Yes,No,Fixed,6.5,6.96
56,Female,Single,2,Part-time,890000,13,659,2,0,2170000,80,40,18,Step-up EMI,Yes,1520000,No,Yes,Floating,6.5,9.13
18,Female,Single,4,Salaried,1240000,1,604,4,3,1010000,82,38,29,Step-up EMI,Yes,610000,No,Yes,Fixed,6.5,9.18
27,Female,Single,2,Salaried,720000,4,554,5,1,1370000,90,44,29,Step-up EMI,No,270000,Yes,No,Fixed,6.5,7.77
26,Other,Single,2,Contractual,420000,6,634,4,1,1740000,83,31,21,Step-up EMI,No,200000,Yes,No,Floating,6.5,9.23
69,Other,Divorced,4,Retired,530000,48,691,1,0,550000,74,33,7,Standard EMI,Yes,1530000,No,No,Floating,6.5,8.78
18,Female,Single,4,Contractual,170000,1,558,2,1,1520000,82,36,21,Standard EMI,Yes,110000,Yes,No,Floating,6.5,9.85
31,Female,Married,3,Salaried,850000,3,831,2,2,2440000,78,31,20,Standard EMI,No,700000,No,No,Fixed,6.5,6.61
36,Other,Single,4,Salaried,1130000,13,675,1,1,2290000,77,37,24,Standard EMI,No,130000,No,No,Floating,6.5,9.62
24,Female,Single,2,Salaried,510000,3,619,5,0,650000,89,37,27,Step-up EMI,Yes,800000,Yes,Yes,Floating,6.5,10.6
57,Male,Married,0,Part-time,1070000,8,691,2,3,3810000,78,30,10,Standard EMI,No,2190000,No,Yes,Floating,6.5,10.09
66,Female,Married,4,Part-time,300000,34,637,4,0,1110000,53,27,13,Standard EMI,No,420000,Yes,No,Fixed,6.5,10.42
63,Female,Divorced,1,Part-time,570000,42,728,1,0,690000,50,20,5,Standard EMI,Yes,1380000,Yes,Yes,Floating,6.5,6.73
47,Male,Single,1,Salaried,800000,8,672,5,0,2420000,80,26,11,Standard EMI,No,1070000,No,No,Floating,6.5,9.69
28,Male,Single,4,Part-time,750000,8,734,1,0,870000,83,37,24,Step-up EMI,Yes,680000,No,Yes,Floating,6.5,7.29
28,Male,Single,2,Salaried,400000,3,653,4,1,1630000,90,45,28,Step-up EMI,No,1560000,Yes,Yes,Floating,6.5,8.76
26,Other,Single,3,Contractual,220000,1,629,4,2,110000,89,32,20,Standard EMI,No,2070000,Yes,Yes,Floating,6.5,9.97
50,Other,Married,1,Salaried,1770000,30,662,2,0,3810000,82,25,21,Standard EMI,No,20000,Yes,Yes,Fixed,6.5,7.97
24,Female,Single,1,Part-time,550000,6,619,5,2,1540000,81,30,27,Step-up EMI,Yes,1100000,Yes,Yes,Floating,6.5,8.36
64,Male,Single,3,Contractual,690000,38,660,1,3,2230000,69,26,6,Standard EMI,Yes,1530000,No,Yes,Fixed,6.5,9.17
29,Other,Single,4,Contractual,130000,3,726,4,3,400000,90,45,28,Standard EMI,No,1870000,Yes,No,Floating,6.5,7.4
22,Male,Single,4,Salaried,610000,1,516,0,3,1100000,87,34,26,Standard EMI,No,2170000,Yes,Yes,Fixed,6.5,10.39
75,Female,Widowed,0,Retired,570000,37,696,2,2,1280000,74,24,12,Step-up EMI,No,2450000,Yes,No,Floating,6.5,9.69
19,Other,Single,2,Contractual,570000,1,546,5,1,1800000,88,37,22,Step-up EMI,No,450000,Yes,No,Fixed,6.5,8.89
25,Male,Single,2,Salaried,540000,3,511,4,2,1780000,80,37,20,Standard EMI,No,1410000,Yes,Yes,Fixed,6.5,8.24
66,Male,Single,2,Contractual,970000,27,678,0,2,1200000,61,21,6,Step-up EMI,No,120000,No,No,Floating,6.5,9.28
74,Male,Divorced,3,Salaried,870000,38,821,0,0,1750000,66,24,10,Standard EMI,Yes,1970000,Yes,Yes,Fixed,6.5,8.17
31,Female,Widowed,3,Salaried,2160000,5,729,2,3,2630000,84,34,20,Standard EMI,Yes,1810000,Yes,Yes,Floating,6.5,7.3
71,Other,Widowed,1,Contractual,520000,36,666,0,3,1610000,67,28,10,Standard EMI,No,1210000,Yes,Yes,Floating,6.5,9.7
62,Female,Married,4,Salaried,850000,14,746,4,0,1370000,52,35,12,Step-up EMI,No,1520000,Yes,No,Fixed,6.5,6.36
59,Female,Married,2,Part-time,790000,26,739,1,3,1680000,82,31,19,Standard EMI,Yes,1700000,Yes,Yes,Fixed,6.5,5.73
46,Female,Widowed,1,Part-time,940000,8,690,3,2,1660000,83,40,12,Step-up EMI,No,1500000,Yes,Yes,Floating,6.5,8.06
61,Other,Widowed,3,Retired,510000,43,614,1,1,1460000,64,27,11,Step-up EMI,Yes,910000,No,Yes,Floating,6.5,10.01
68,Other,Divorced,1,Retired,310000,46,666,0,2,780000,62,26,6,Standard EMI,Yes,1720000,Yes,Yes,Fixed,6.5,7.64
20,Male,Single,1,Contractual,410000,2,651,3,2,150000,83,34,24,Standard EMI,Yes,1990000,Yes,Yes,Floating,6.5,8.23
29,Other,Single,2,Contractual,540000,11,720,2,3,1600000,85,43,26,Standard EMI,Yes,1310000,No,Yes,Fixed,6.5,7.57
30,Male,Single,0,Contractual,420000,2,729,4,0,710000,82,33,24,Standard EMI,No,740000,Yes,No,Fixed,6.5,6.28
65,Male,Married,0,Contractual,800000,8,650,0,2,1090000,50,23,13,Standard EMI,Yes,180000,Yes,Yes,Fixed,6.5,9.57
33,Female,Widowed,2,Contractual,1750000,2,750,5,2,3740000,84,35,14,Standard EMI,Yes,1750000,No,No,Floating,6.5,7.02
21,Female,Single,0,Part-time,450000,3,551,3,2,1190000,82,37,25,Step-up EMI,Yes,1110000,Yes,No,Fixed,6.5,9.3
24,Male,Single,1,Part-time,430000,2,734,4,3,1580000,90,41,26,Step-up EMI,Yes,400000,No,Yes,Fixed,6.5,7.04
72,Other,Single,1,Salaried,1150000,5,663,1,3,1240000,64,28,5,Step-up EMI,No,2190000,Yes,Yes,Floating,6.5,7.89
23,Other,Single,0,Contractual,160000,2,565,4,2,1140000,89,34,28,Step-up EMI,No,540000,Yes,Yes,Fixed,6.5,9.41
69,Female,Single,3,Retired,350000,38,731,0,1,1460000,72,33,13,Standard EMI,Yes,160000,Yes,Yes,Fixed,6.5,6.85
67,Female,Divorced,3,Contractual,420000,48,658,4,2,1150000,59,35,8,Standard EMI,No,1350000,Yes,No,Floating,6.5,8.99
39,Female,Divorced,3,Contractual,1150000,19,666,0,3,4670000,84,32,17,Step-up EMI,No,310000,No,No,Fixed,6.5,9.23
65,Other,Married,1,Part-time,570000,37,741,1,2,920000,75,35,6,Standard EMI,Yes,1580000,No,Yes,Floating,6.5,5.73
66,Male,Married,2,Contractual,1090000,32,775,2,1,2430000,57,20,9,Step-up EMI,No,420000,Yes,Yes,Fixed,6.5,6.88
19,Female,Single,4,Part-time,730000,1,558,5,2,1730000,84,43,27,Standard EMI,No,1670000,No,Yes,Floating,6.5,9.83
74,Female,Divorced,4,Part-time,240000,41,653,4,3,1050000,59,34,7,Step-up EMI,No,2300000,Yes,Yes,Floating,6.5,10.16
60,Other,Widowed,1,Contractual,670000,17,744,0,2,1310000,61,34,13,Standard EMI,Yes,100000,Yes,No,Fixed,6.5,8.45
52,Male,Single,2,Part-time,790000,31,606,3,0,3610000,77,25,12,Standard EMI,No,1710000,Yes,No,Fixed,6.5,9.46
18,Other,Single,0,Contractual,440000,1,597,2,3,1970000,86,32,20,Standard EMI,No,900000,No,Yes,Floating,6.5,8.73
25,Other,Single,4,Contractual,450000,7,630,5,3,700000,84,39,25,Step-up EMI,Yes,2410000,No,No,Floating,6.5,8.59
22,Other,Single,2,Contractual,520000,4,734,5,2,1980000,81,33,20,Standard EMI,No,2370000,No,Yes,Floating,6.5,7.33
52,Male,Divorced,3,Contractual,860000,31,742,4,0,4840000,75,34,22,Standard EMI,No,1230000,Yes,No,Fixed,6.5,7.9
61,Male,Divorced,0,Salaried,1150000,22,746,2,3,2220000,73,20,15,Step-up EMI,Yes,1940000,Yes,Yes,Fixed,6.5,7.01
26,Male,Single,3,Contractual,150000,1,716,1,3,1610000,86,33,30,Standard EMI,Yes,1270000,No,No,Floating,6.5,5.79
72,Other,Widowed,3,Salaried,1160000,14,779,2,2,1510000,71,26,5,Standard EMI,Yes,2350000,No,No,Fixed,6.5,7.75
26,Male,Single,2,Contractual,420000,7,675,3,2,1390000,89,33,22,Step-up EMI,Yes,350000,No,Yes,Fixed,6.5,9.55
35,Other,Widowed,3,Contractual,1690000,11,756,3,0,1750000,75,28,15,Standard EMI,Yes,120000,Yes,Yes,Floating,6.5,6.01
64,Other,Single,0,Part-time,580000,2,682,1,1,1650000,58,24,6,Standard EMI,Yes,1230000,Yes,No,Floating,6.5,7.87
74,Male,Married,1,Salaried,650000,55,686,5,0,1680000,52,32,13,Step-up EMI,No,1100000,No,Yes,Floating,6.5,7.62
51,Other,Single,2,Salaried,610000,8,691,3,2,7270000,77,37,19,Step-up EMI,Yes,1030000,No,Yes,Fixed,6.5,7.66
39,Male,Widowed,2,Contractual,1090000,4,750,3,1,4330000,82,29,14,Standard EMI,Yes,250000,Yes,Yes,Floating,6.5,7.25
20,Other,Single,0,Contractual,500000,2,574,5,0,1390000,81,42,23,Step-up EMI,Yes,2210000,No,No,Fixed,6.5,9.72
25,Other,Single,3,Salaried,1210000,5,602,0,1,380000,82,36,28,Step-up EMI,No,740000,Yes,No,Fixed,6.5,8.06
