product_type,credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate
Fixed Deposit,507,16,453564,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,749,4,657748,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,638,19,298792,excellent,stable,0,50,0,50,0,100,0.09
Home Loan,623,2,678759,good,falling,0,0,0,0,0,0,0.08
Home Loan,727,4,678956,good,rising,0,0,0,0,0,0,0.08
Home Loan,509,14,903951,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,711,18,402570,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,611,15,64629,good,rising,0,50,0,0,0,50,0.085
Home Loan,507,7,885488,good,falling,-50,25,0,0,0,0,0.08
Home Loan,791,12,847705,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,752,15,170484,good,rising,50,50,0,0,0,100,0.09
Fixed Deposit,513,2,147275,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,739,0,483632,good,stable,0,0,0,0,0,0,0.08
Home Loan,741,8,188966,excellent,rising,0,25,0,50,0,75,0.0875
Fixed Deposit,648,8,96073,excellent,falling,0,25,0,0,-25,0,0.05
Fixed Deposit,735,16,619981,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,666,1,756826,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,519,8,860775,good,rising,-50,25,0,0,0,0,0.08
Home Loan,715,18,617383,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,634,12,212246,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,628,4,172388,good,rising,0,0,25,0,25,50,0.055
Fixed Deposit,793,8,290787,poor,stable,0,25,25,0,0,50,0.055
Fixed Deposit,745,12,253508,poor,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,688,0,164441,poor,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,543,14,675070,excellent,falling,0,50,50,0,-25,75,0.0575
Home Loan,585,3,832307,good,stable,-50,0,0,0,0,0,0.08
Home Loan,543,3,289343,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,644,19,486142,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,550,9,909022,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,741,5,482043,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,793,11,682551,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,550,19,487991,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,765,15,484417,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,619,2,865805,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,699,13,339669,good,rising,0,50,0,0,0,50,0.085
Home Loan,747,0,439860,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,569,9,416657,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,556,14,703689,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,538,6,146643,excellent,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,788,3,735846,good,falling,50,0,0,0,0,50,0.085
Fixed Deposit,517,13,521820,poor,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,719,15,199712,good,stable,0,50,25,0,0,75,0.0575
Home Loan,743,13,409838,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,797,2,242527,good,rising,50,0,0,0,0,50,0.085
Fixed Deposit,782,16,610424,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,573,13,106539,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,609,17,262736,good,falling,0,50,0,0,0,50,0.085
Home Loan,679,2,468158,poor,falling,0,0,0,-50,0,0,0.08
Fixed Deposit,531,18,118363,good,falling,0,50,25,0,-25,50,0.055
Home Loan,733,2,239668,excellent,rising,0,0,0,50,0,50,0.085
Fixed Deposit,781,11,655814,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,524,4,347399,excellent,rising,0,0,25,0,25,50,0.055
Fixed Deposit,778,9,243201,good,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,725,8,528739,excellent,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,556,0,692497,poor,stable,-50,0,0,-50,0,0,0.08
Home Loan,679,12,292723,excellent,falling,0,50,0,50,0,100,0.09
Home Loan,731,2,660725,excellent,rising,0,0,0,50,0,50,0.085
Home Loan,786,18,197349,good,stable,50,50,0,0,0,100,0.09
Home Loan,563,10,707003,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,731,15,952332,good,rising,0,50,0,0,0,50,0.085
Home Loan,788,5,860161,poor,stable,50,0,0,-50,0,0,0.08
Fixed Deposit,712,2,858250,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,757,18,115555,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,517,5,673267,poor,stable,-50,0,0,-50,0,0,0.08
Fixed Deposit,674,7,103629,good,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,728,12,689584,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,725,11,367582,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,583,9,820109,excellent,falling,0,25,50,0,-25,50,0.055
Home Loan,790,2,321601,excellent,stable,50,0,0,50,0,100,0.09
Home Loan,745,3,240701,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,609,0,346066,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,753,12,453036,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,587,3,475966,good,falling,-50,0,0,0,0,0,0.08
Home Loan,571,10,420266,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,529,18,152020,poor,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,671,10,284618,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,676,11,563463,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,638,10,743150,good,falling,0,25,50,0,-25,50,0.055
Home Loan,693,5,924837,excellent,stable,0,0,0,50,0,50,0.085
Fixed Deposit,685,11,952562,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,717,8,215493,good,rising,0,25,25,0,25,75,0.0575
Home Loan,663,9,904470,poor,falling,0,25,0,-50,0,0,0.08
Fixed Deposit,660,2,823317,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,512,2,263273,good,falling,0,0,25,0,-25,0,0.05
Home Loan,795,19,636613,poor,stable,50,50,0,-50,0,50,0.085
Home Loan,588,15,337744,poor,rising,-50,50,0,-50,0,0,0.08
Home Loan,541,2,996898,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,709,9,260694,good,stable,0,25,25,0,0,50,0.055
Home Loan,728,10,312051,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,774,7,479387,excellent,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,778,5,804899,poor,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,750,19,373670,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,707,10,824808,excellent,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,639,11,63149,excellent,stable,0,50,0,0,0,50,0.055
Fixed Deposit,779,15,211466,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,533,17,195468,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,517,12,466540,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,556,2,228270,good,stable,-50,0,0,0,0,0,0.08
Fixed Deposit,611,14,162168,excellent,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,504,13,557026,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,681,17,684101,excellent,falling,0,50,0,50,0,100,0.09
Fixed Deposit,512,13,403923,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,784,4,306960,good,stable,50,0,0,0,0,50,0.085
Home Loan,758,13,998520,poor,stable,50,50,0,-50,0,50,0.085
Home Loan,589,7,708554,good,falling,-50,25,0,0,0,0,0.08
Fixed Deposit,603,14,344542,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,685,14,316933,good,falling,0,50,25,0,-25,50,0.055
Home Loan,749,18,528911,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,754,19,377111,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,575,5,814302,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,607,18,242206,good,falling,0,50,0,0,0,50,0.085
Home Loan,655,7,311041,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,581,5,251958,good,rising,0,0,25,0,25,50,0.055
Home Loan,576,19,410981,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,757,14,206049,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,626,2,151967,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,781,9,443345,excellent,stable,0,25,25,0,0,50,0.055
Fixed Deposit,587,14,371827,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,703,15,357475,good,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,515,16,298719,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,650,18,871058,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,753,10,491719,poor,rising,0,25,25,0,25,75,0.0575
Home Loan,687,15,208621,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,531,4,586630,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,770,4,872849,excellent,stable,50,0,0,50,0,100,0.09
Fixed Deposit,504,13,781874,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,668,17,757609,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,680,7,889096,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,677,4,813076,good,stable,0,0,50,0,0,50,0.055
Home Loan,642,6,845265,good,falling,0,25,0,0,0,25,0.0825
Home Loan,747,15,897090,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,626,13,555655,poor,stable,0,50,0,-50,0,0,0.08
Home Loan,762,4,280099,poor,rising,50,0,0,-50,0,0,0.08
Fixed Deposit,539,8,996977,good,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,754,3,968241,poor,stable,0,0,50,0,0,50,0.055
Home Loan,642,3,931397,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,739,15,900486,good,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,727,16,575587,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,697,14,299240,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,564,3,378019,poor,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,510,5,738280,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,607,15,498052,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,525,3,223453,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,650,5,555275,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,720,4,426430,poor,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,736,15,935162,good,stable,0,50,0,0,0,50,0.085
Home Loan,736,15,368442,good,stable,0,50,0,0,0,50,0.085
Fixed Deposit,718,9,992013,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,650,8,831798,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,622,3,695323,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,643,13,223167,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,688,3,494740,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,754,11,566030,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,567,9,421969,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,603,3,165637,good,falling,0,0,0,0,0,0,0.08
Fixed Deposit,658,17,311046,poor,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,799,12,572222,good,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,589,12,909050,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,755,13,75532,good,falling,50,50,0,0,0,100,0.09
Fixed Deposit,719,17,158197,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,508,0,180860,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,511,15,110285,good,rising,-50,50,0,0,0,0,0.08
Fixed Deposit,743,14,855298,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,681,4,712953,good,stable,0,0,0,0,0,0,0.08
Fixed Deposit,783,5,321639,good,falling,0,0,25,0,-25,0,0.05
Home Loan,598,5,296130,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,696,2,319981,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,725,15,782068,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,602,11,986184,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,605,3,564938,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,557,0,308750,poor,rising,0,0,25,0,25,50,0.055
Home Loan,577,3,565046,good,rising,-50,0,0,0,0,0,0.08
Home Loan,574,0,342490,excellent,stable,-50,0,0,50,0,0,0.08
Home Loan,541,7,158621,poor,falling,-50,25,0,-50,0,0,0.08
Home Loan,680,4,335556,good,rising,0,0,0,0,0,0,0.08
Fixed Deposit,532,1,531615,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,570,11,168833,good,stable,0,50,25,0,0,75,0.0575
Home Loan,555,16,474020,excellent,rising,-50,50,0,50,0,50,0.085
Home Loan,604,6,115206,excellent,stable,0,25,0,50,0,75,0.0875
Home Loan,699,10,60934,good,rising,0,25,0,0,0,25,0.0825
Home Loan,600,3,342867,poor,stable,0,0,0,-50,0,0,0.08
Fixed Deposit,755,4,964400,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,573,5,463621,excellent,falling,0,0,25,0,-25,0,0.05
Home Loan,670,10,724108,good,rising,0,25,0,0,0,25,0.0825
Home Loan,642,0,776126,good,falling,0,0,0,0,0,0,0.08
Home Loan,665,9,751773,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,760,19,989858,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,720,10,958420,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,582,16,531891,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,681,7,291630,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,509,12,984892,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,503,19,548577,poor,falling,-50,50,0,-50,0,0,0.08
Fixed Deposit,791,17,610811,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,780,15,937582,excellent,rising,50,50,0,50,0,100,0.09
Home Loan,714,1,433094,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,597,4,216804,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,600,17,615934,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,508,2,726381,excellent,rising,-50,0,0,50,0,0,0.08
Fixed Deposit,560,16,274310,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,645,15,292024,good,falling,0,50,25,0,-25,50,0.055
Home Loan,562,5,307476,excellent,rising,-50,0,0,50,0,0,0.08
Home Loan,620,18,889208,good,stable,0,50,0,0,0,50,0.085
Home Loan,725,6,331260,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,604,17,162858,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,759,13,793631,good,stable,50,50,0,0,0,100,0.09
Fixed Deposit,754,5,543213,poor,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,706,7,126620,good,rising,0,25,25,0,25,75,0.0575
Home Loan,527,14,471972,excellent,stable,-50,50,0,50,0,50,0.085
Home Loan,669,14,132604,poor,falling,0,50,0,-50,0,0,0.08
Home Loan,575,14,668740,good,falling,-50,50,0,0,0,0,0.08
Home Loan,615,15,970423,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,568,0,859982,good,falling,-50,0,0,0,0,0,0.08
Home Loan,733,10,217596,good,falling,0,25,0,0,0,25,0.0825
Fixed Deposit,500,4,497822,poor,rising,0,0,25,0,25,50,0.055
Fixed Deposit,666,4,774179,excellent,falling,0,0,50,0,-25,25,0.052500000000000005
Fixed Deposit,717,5,644515,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,772,1,335356,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,750,5,352262,poor,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,673,13,865034,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,669,10,591828,poor,rising,0,25,50,0,25,100,0.060000000000000005
Fixed Deposit,745,3,216901,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,589,8,237381,good,rising,0,25,25,0,25,75,0.0575
Home Loan,548,2,770763,good,stable,-50,0,0,0,0,0,0.08
Home Loan,793,15,907887,excellent,falling,50,50,0,50,0,100,0.09
Fixed Deposit,649,10,596565,good,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,631,3,693421,poor,stable,0,0,50,0,0,50,0.055
Fixed Deposit,558,0,502889,excellent,stable,0,0,50,0,0,50,0.055
Home Loan,698,15,302196,good,rising,0,50,0,0,0,50,0.085
Home Loan,714,18,985180,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,548,15,486060,excellent,falling,0,50,25,0,-25,50,0.055
Home Loan,731,10,846184,good,stable,0,25,0,0,0,25,0.0825
Home Loan,746,7,262620,excellent,stable,0,25,0,50,0,75,0.0875
Fixed Deposit,738,0,517927,good,stable,0,0,50,0,0,50,0.055
Home Loan,667,8,483886,good,stable,0,25,0,0,0,25,0.0825
Home Loan,547,11,248675,poor,rising,-50,50,0,-50,0,0,0.08
Fixed Deposit,550,7,736838,excellent,stable,0,25,50,0,0,75,0.0575
Home Loan,798,16,469655,excellent,falling,50,50,0,50,0,100,0.09
Home Loan,597,9,821784,excellent,falling,-50,25,0,50,0,25,0.0825
Fixed Deposit,715,6,961764,poor,stable,0,25,50,0,0,75,0.0575
Home Loan,676,18,473026,good,rising,0,50,0,0,0,50,0.085
Home Loan,579,5,854734,excellent,stable,-50,0,0,50,0,0,0.08
Fixed Deposit,684,18,378380,poor,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,526,17,114467,poor,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,694,14,414494,poor,stable,0,50,25,0,0,75,0.0575
Home Loan,713,1,492762,excellent,falling,0,0,0,50,0,50,0.085
Fixed Deposit,613,13,830196,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,741,9,839480,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,623,15,823500,good,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,575,6,633194,excellent,rising,-50,25,0,50,0,25,0.0825
Fixed Deposit,695,7,388781,excellent,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,543,9,341922,poor,falling,0,25,25,0,-25,25,0.052500000000000005
Fixed Deposit,685,14,208497,excellent,rising,0,50,25,0,25,100,0.060000000000000005
Fixed Deposit,745,7,812405,good,stable,0,25,50,0,0,75,0.0575
Home Loan,583,12,788748,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,706,11,170918,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,650,7,926468,good,falling,0,25,50,0,-25,50,0.055
Home Loan,655,14,501392,good,rising,0,50,0,0,0,50,0.085
Fixed Deposit,515,11,455890,excellent,stable,0,50,25,0,0,75,0.0575
Home Loan,664,10,505618,good,stable,0,25,0,0,0,25,0.0825
Fixed Deposit,644,18,559325,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,536,13,270979,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,544,17,822793,good,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,705,12,61957,good,falling,0,50,0,0,0,50,0.085
Fixed Deposit,561,3,909076,excellent,stable,0,0,50,0,0,50,0.055
Fixed Deposit,518,16,949726,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,799,18,67829,good,stable,0,50,0,0,0,50,0.055
Home Loan,506,8,317981,excellent,rising,-50,25,0,50,0,25,0.0825
Home Loan,748,6,507357,poor,stable,0,25,0,-50,0,0,0.08
Fixed Deposit,616,0,196104,poor,rising,0,0,25,0,25,50,0.055
Home Loan,567,6,149770,excellent,stable,-50,25,0,50,0,25,0.0825
Fixed Deposit,533,6,600640,excellent,falling,0,25,50,0,-25,50,0.055
Fixed Deposit,693,19,80215,good,falling,0,50,0,0,-25,25,0.052500000000000005
Fixed Deposit,554,6,499535,poor,rising,0,25,25,0,25,75,0.0575
Fixed Deposit,765,7,569751,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,541,15,780002,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Fixed Deposit,796,2,353391,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,730,12,703980,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,509,9,748408,excellent,falling,-50,25,0,50,0,25,0.0825
Home Loan,627,17,824474,excellent,rising,0,50,0,50,0,100,0.09
Home Loan,678,6,256604,good,falling,0,25,0,0,0,25,0.0825
Home Loan,692,4,641002,excellent,stable,0,0,0,50,0,50,0.085
Home Loan,591,6,347463,good,falling,-50,25,0,0,0,0,0.08
Home Loan,730,16,693346,poor,rising,0,50,0,-50,0,0,0.08
Home Loan,577,3,328169,good,falling,-50,0,0,0,0,0,0.08
Fixed Deposit,584,15,59780,good,rising,0,50,0,0,25,75,0.0575
Fixed Deposit,529,18,859138,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,712,9,748276,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,548,2,125503,excellent,stable,0,0,25,0,0,25,0.052500000000000005
Home Loan,764,2,211928,good,rising,50,0,0,0,0,50,0.085
Home Loan,644,16,939598,excellent,rising,0,50,0,50,0,100,0.09
Fixed Deposit,568,9,59179,excellent,stable,0,25,0,0,0,25,0.052500000000000005
Fixed Deposit,557,16,743983,excellent,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,684,16,722947,excellent,stable,0,50,0,50,0,100,0.09
Fixed Deposit,561,3,729093,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,795,5,831570,good,rising,0,0,50,0,25,75,0.0575
Fixed Deposit,665,11,531522,excellent,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,670,19,673711,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,562,16,173076,good,stable,-50,50,0,0,0,0,0.08
Fixed Deposit,646,16,185047,good,stable,0,50,25,0,0,75,0.0575
Fixed Deposit,660,9,304477,poor,falling,0,25,25,0,-25,25,0.052500000000000005
Home Loan,640,6,783815,excellent,falling,0,25,0,50,0,75,0.0875
Home Loan,596,15,387282,excellent,rising,-50,50,0,50,0,50,0.085
Fixed Deposit,720,12,750823,good,falling,0,50,50,0,-25,75,0.0575
Home Loan,542,2,223226,poor,stable,-50,0,0,-50,0,0,0.08
Fixed Deposit,791,1,256748,good,falling,0,0,25,0,-25,0,0.05
Fixed Deposit,607,15,561559,poor,stable,0,50,50,0,0,100,0.060000000000000005
Home Loan,765,5,660994,good,stable,50,0,0,0,0,50,0.085
Fixed Deposit,594,5,166905,good,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,761,12,78830,good,stable,0,50,0,0,0,50,0.055
Fixed Deposit,570,6,946508,good,stable,0,25,50,0,0,75,0.0575
Fixed Deposit,718,4,515342,good,falling,0,0,50,0,-25,25,0.052500000000000005
Home Loan,520,6,342753,good,stable,-50,25,0,0,0,0,0.08
Home Loan,591,1,591689,good,rising,-50,0,0,0,0,0,0.08
Fixed Deposit,626,16,470945,good,rising,0,50,25,0,25,100,0.060000000000000005
Home Loan,579,12,939912,excellent,stable,-50,50,0,50,0,50,0.085
Fixed Deposit,737,15,168278,good,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,681,19,750527,good,falling,0,50,50,0,-25,75,0.0575
Fixed Deposit,524,1,275253,poor,stable,0,0,25,0,0,25,0.052500000000000005
Fixed Deposit,655,4,893823,good,stable,0,0,50,0,0,50,0.055
Fixed Deposit,504,17,700831,excellent,rising,0,50,50,0,25,100,0.060000000000000005
Home Loan,619,6,965318,excellent,falling,0,25,0,50,0,75,0.0875
Fixed Deposit,776,10,668871,good,rising,0,25,50,0,25,100,0.060000000000000005
Home Loan,517,10,239243,excellent,stable,-50,25,0,50,0,25,0.0825
Home Loan,697,16,531312,poor,stable,0,50,0,-50,0,0,0.08
Fixed Deposit,556,15,187719,excellent,falling,0,50,25,0,-25,50,0.055
Fixed Deposit,592,12,988610,poor,rising,0,50,50,0,25,100,0.060000000000000005
Fixed Deposit,518,4,318159,good,stable,0,0,25,0,0,25,0.052500000000000005
