credit_score,years_with_bank,deposit_amount,repayment_history,market_trend,credit_score_adjustment,years_with_bank_adjustment,deposit_amount_adjustment,repayment_history_adjustment,market_trend_adjustment,final_interest_rate_adjustment_bps,adjusted_interest_rate,product_type
529,19,79118938,excellent,stable,5,50,73,53,-13,168,9.18,Home Loans
472,7,10017863,excellent,rising,-67,29,54,83,36,135,8.85,Fixed Deposits
595,16,8953684,excellent,stable,20,70,31,66,25,212,9.62,Home Loans
722,19,600343,good,falling,10,93,43,8,-39,115,8.65,Home Loans
400,6,77209523,excellent,stable,-84,43,100,81,14,154,9.04,Fixed Deposits
420,8,8882256,excellent,stable,-52,48,36,82,-15,99,8.49,Fixed Deposits
829,16,45493983,excellent,rising,70,87,90,86,26,-121,8.09,Fixed Deposits
368,9,14660087,poor,rising,-75,26,98,-70,29,8,7.58,Home Loans
433,3,49962461,good,stable,-60,-24,74,0,2,-8,7.81,Fixed Deposits
504,6,5985445,excellent,rising,2,44,34,80,46,206,9.56,Home Loans
706,6,26252776,poor,stable,-4,37,99,-70,-23,39,7.89,Fixed Deposits
792,7,30586651,excellent,stable,90,38,82,77,-11,276,10.26,Home Loans
418,7,38638561,excellent,rising,-98,30,64,87,38,121,8.71,Fixed Deposits
872,15,68507580,excellent,rising,77,61,80,93,48,-76,8.17,Fixed Deposits
492,11,63727275,excellent,falling,-65,62,60,59,-43,73,8.23,Fixed Deposits
541,14,37854192,excellent,rising,-24,73,85,57,30,221,9.71,Fixed Deposits
736,7,67199647,good,rising,20,32,55,20,33,160,9.1,Home Loans
727,8,39705126,good,stable,-6,38,94,10,25,161,9.11,Fixed Deposits
884,2,8693117,good,falling,89,24,50,-7,-48,108,8.58,Fixed Deposits
642,15,87028403,good,falling,24,79,57,2,-27,135,8.85,Fixed Deposits
358,14,64362535,good,stable,-65,76,88,-21,-13,65,8.15,Home Loans
620,3,66234309,excellent,rising,-18,10,86,73,34,185,9.35,Fixed Deposits
736,19,34482693,good,falling,13,55,86,-19,-47,88,8.38,Fixed Deposits
442,15,84599943,good,stable,-76,55,97,-6,5,75,8.25,Home Loans
878,9,66997987,poor,stable,64,39,79,-99,-25,58,8.08,Home Loans
503,10,50695179,excellent,rising,4,73,87,92,32,288,10.38,Fixed Deposits
754,4,58621718,excellent,rising,96,-13,65,59,32,239,9.89,Fixed Deposits
498,10,7235795,good,rising,-67,56,39,-8,38,58,8.08,Home Loans
616,12,20280339,good,rising,-22,94,87,8,45,212,9.62,Fixed Deposits
771,14,52093965,excellent,rising,71,70,57,63,38,299,10.49,Fixed Deposits
821,5,27543361,good,falling,74,12,84,-16,-39,115,8.65,Fixed Deposits
896,15,14137858,excellent,rising,58,87,58,87,26,239,9.89,Fixed Deposits
875,14,53557156,poor,rising,72,63,70,-69,31,167,9.17,Fixed Deposits
852,10,15820052,excellent,rising,88,52,90,52,28,195,9.45,Home Loans
363,19,76811191,excellent,stable,-51,92,54,97,-2,190,9.4,Home Loans
713,1,77235733,excellent,falling,-14,19,68,57,-41,89,8.39,Fixed Deposits
468,1,38720686,excellent,stable,-87,9,97,58,-15,62,8.12,Fixed Deposits
587,11,96592967,excellent,falling,-19,61,65,60,-29,138,8.88,Fixed Deposits
895,15,24272036,good,falling,80,70,67,-10,-28,179,9.29,Fixed Deposits
518,18,70540800,poor,falling,-20,69,61,-67,-41,2,7.52,Home Loans
871,1,38758406,excellent,rising,72,1,65,73,42,253,10.03,Home Loans
865,16,51203742,good,rising,68,54,54,5,45,226,9.76,Fixed Deposits
746,13,72374695,excellent,rising,-5,94,52,54,28,223,9.73,Fixed Deposits
455,15,33415952,excellent,rising,-82,60,56,82,43,159,9.09,Home Loans
434,4,44646005,excellent,stable,-54,23,81,79,-19,110,8.6,Home Loans
563,9,14584576,excellent,rising,-7,34,80,79,25,211,9.61,Fixed Deposits
470,16,35399839,good,stable,-57,93,63,-11,-12,76,8.26,Fixed Deposits
481,12,41237811,excellent,rising,-67,55,73,88,37,186,9.36,Home Loans
546,15,78881258,poor,rising,17,54,97,-85,30,113,8.63,Fixed Deposits
368,8,95533013,good,rising,-88,46,82,0,43,83,8.33,Fixed Deposits
361,3,87530874,good,falling,-65,-25,54,-14,-28,-78,8.21,Home Loans
430,15,32426636,poor,stable,-76,69,57,-82,-17,-49,7.58,Fixed Deposits
679,10,77379934,poor,falling,7,73,51,-54,-48,29,7.79,Home Loans
741,6,47790292,good,falling,-5,44,88,9,-34,102,8.52,Home Loans
656,16,71798627,excellent,rising,8,96,87,69,43,263,10.13,Fixed Deposits
616,12,11289233,excellent,rising,20,97,91,70,40,104,8.54,Fixed Deposits
796,3,478104,good,stable,74,3,27,11,0,115,8.65,Fixed Deposits
790,13,89775351,good,stable,67,91,87,-11,-22,212,9.62,Fixed Deposits
351,9,14869959,poor,rising,-58,48,100,-52,40,78,8.28,Home Loans
869,9,9363119,excellent,rising,60,32,50,65,43,250,10.0,Fixed Deposits
658,9,84802072,excellent,stable,-7,26,83,65,18,185,9.35,Home Loans
871,11,4216180,excellent,rising,98,71,43,72,31,287,10.37,Home Loans
818,1,86798011,poor,falling,98,13,79,-57,-31,102,8.52,Fixed Deposits
561,8,19826233,excellent,stable,8,47,98,53,-17,189,9.39,Fixed Deposits
461,4,42604300,excellent,rising,-99,7,72,78,26,84,8.34,Home Loans
357,7,20214189,excellent,rising,-71,44,53,86,47,159,9.09,Fixed Deposits
826,13,41811707,excellent,stable,94,79,84,73,-18,-61,7.56,Home Loans
809,6,39394695,excellent,stable,87,47,63,57,-16,238,9.88,Fixed Deposits
602,6,77721107,good,stable,-11,30,71,18,-25,83,8.33,Home Loans
875,8,99017028,excellent,stable,60,37,79,54,24,254,10.04,Fixed Deposits
787,2,42209451,good,stable,73,18,52,17,-18,142,8.92,Home Loans
585,13,52050414,poor,rising,-22,68,60,-72,37,71,8.21,Home Loans
655,16,67360082,poor,falling,-7,75,59,-50,-44,33,7.83,Home Loans
827,17,85239547,good,rising,78,66,52,-16,38,218,9.68,Home Loans
369,11,53648457,good,rising,-87,86,90,24,31,144,8.94,Home Loans
565,13,79543819,excellent,rising,24,76,97,93,41,151,9.01,Home Loans
484,12,30335542,poor,rising,-84,73,99,-92,42,38,7.88,Fixed Deposits
478,13,87789211,excellent,rising,-93,96,54,71,26,154,9.04,Home Loans
759,8,74101895,excellent,stable,62,38,64,59,9,232,9.82,Home Loans
771,18,45862013,excellent,rising,72,52,97,69,43,188,9.38,Home Loans
643,1,11485215,excellent,falling,3,-21,99,69,-48,102,8.52,Fixed Deposits
595,10,30988367,excellent,stable,21,63,55,100,-14,225,9.75,Home Loans
435,16,17729796,good,rising,-90,57,53,1,28,49,7.99,Home Loans
724,1,33303168,good,rising,-10,17,72,12,28,119,8.69,Fixed Deposits
795,18,93202732,good,rising,99,74,94,-16,33,284,10.34,Fixed Deposits
727,6,35000693,excellent,rising,18,39,50,68,27,202,9.52,Home Loans
739,17,37940057,poor,rising,-3,94,83,-60,27,141,8.91,Home Loans
400,12,29591818,excellent,rising,-89,86,64,79,49,189,9.39,Home Loans
591,4,57213056,excellent,rising,12,19,53,65,44,193,9.43,Home Loans
643,17,81767901,good,rising,-2,52,76,14,46,186,9.36,Fixed Deposits
615,15,48710997,poor,rising,5,94,62,-89,50,122,8.72,Home Loans
469,14,73353207,excellent,falling,-63,60,95,54,-46,100,8.5,Fixed Deposits
597,7,67599666,good,rising,10,33,96,17,40,196,9.46,Home Loans
419,14,6879523,good,stable,-100,53,32,25,1,11,7.61,Home Loans
406,0,55086654,poor,rising,-75,23,81,-98,50,-19,8.5,Fixed Deposits
731,16,62058974,excellent,rising,-9,64,58,73,43,229,9.79,Home Loans
388,14,68591532,excellent,stable,-65,76,86,75,-2,170,9.2,Fixed Deposits
792,13,95176551,excellent,rising,66,80,74,80,29,-101,8.28,Home Loans
367,13,12207562,excellent,rising,-64,99,52,96,32,215,9.65,Fixed Deposits
701,9,8092932,excellent,stable,1,40,31,52,18,142,8.92,Fixed Deposits
647,1,11306390,poor,rising,-1,6,89,-100,30,24,7.74,Home Loans
632,5,19523180,excellent,rising,4,8,65,60,49,186,9.36,Home Loans
459,16,88273885,poor,rising,-60,55,66,-56,26,31,7.81,Fixed Deposits
529,4,41284778,excellent,rising,-1,18,76,54,39,186,9.36,Home Loans
893,4,74672301,poor,rising,87,-21,59,-94,40,71,8.21,Home Loans
374,14,71301374,good,falling,-69,73,50,7,-28,33,7.83,Home Loans
406,14,61576469,excellent,stable,-89,98,100,62,-22,149,8.99,Fixed Deposits
529,19,93564127,good,stable,23,68,99,16,0,206,9.56,Fixed Deposits
581,10,67894533,excellent,stable,-5,79,78,80,21,253,10.03,Home Loans
692,4,93270101,excellent,stable,16,-14,67,99,13,181,9.31,Fixed Deposits
826,0,32975256,excellent,stable,83,-21,81,62,21,226,9.76,Fixed Deposits
804,10,28296296,excellent,stable,50,77,86,50,0,263,10.13,Home Loans
581,10,4851761,good,rising,-13,88,35,23,40,173,9.23,Fixed Deposits
638,5,83942608,good,rising,-5,8,82,18,41,144,8.94,Fixed Deposits
562,7,38277147,excellent,falling,-25,36,71,87,-46,123,8.73,Home Loans
607,1,58624467,poor,falling,-13,-3,92,-62,-45,-31,7.77,Fixed Deposits
879,14,17452232,poor,rising,80,54,60,-68,28,154,9.04,Home Loans
578,8,15315586,excellent,stable,-3,46,86,91,-16,204,9.54,Home Loans
575,14,86193119,excellent,stable,-23,89,78,84,7,235,9.85,Fixed Deposits
784,7,39143577,excellent,rising,60,29,69,88,32,278,10.28,Fixed Deposits
751,15,8060211,good,falling,78,65,46,16,-45,160,9.1,Home Loans
437,13,5509801,excellent,stable,-53,58,42,91,16,154,9.04,Home Loans
891,14,34912168,excellent,stable,67,82,57,58,10,274,10.24,Home Loans
658,19,84317544,good,rising,-1,86,71,-20,45,181,9.31,Fixed Deposits
692,12,31078176,good,rising,8,82,64,15,48,217,9.67,Fixed Deposits
785,8,94807332,excellent,rising,67,41,84,58,37,287,10.37,Fixed Deposits
526,0,17423048,poor,rising,23,-25,65,-74,42,31,7.81,Home Loans
488,5,37478269,good,rising,-100,21,93,16,44,74,8.24,Fixed Deposits
543,7,91399539,excellent,falling,2,29,78,78,-28,159,9.09,Home Loans
535,19,3645966,good,stable,-22,58,26,-22,8,48,7.98,Fixed Deposits
567,17,47160523,excellent,rising,-5,67,69,74,30,235,9.85,Home Loans
513,17,7878987,excellent,rising,-20,87,49,65,35,216,9.66,Home Loans
510,16,36222401,excellent,stable,-5,70,62,83,2,212,9.62,Home Loans
874,15,86175318,excellent,rising,86,93,100,60,36,-109,8.0,Home Loans
391,12,32127110,excellent,falling,-71,63,62,58,-42,70,8.2,Home Loans
559,3,86628173,excellent,stable,-6,13,80,84,17,188,9.38,Fixed Deposits
624,3,10426421,good,falling,15,13,70,1,-36,63,8.13,Fixed Deposits
628,13,14252757,good,rising,6,100,99,13,37,255,10.05,Fixed Deposits
600,4,75013678,excellent,stable,5,-20,79,94,-24,134,8.84,Fixed Deposits
659,15,60691934,excellent,rising,10,52,97,94,44,297,10.47,Fixed Deposits
489,13,7771550,good,stable,-76,97,49,25,-12,83,8.33,Home Loans
895,13,18804723,excellent,rising,54,97,79,77,34,-77,8.47,Fixed Deposits
879,13,4674790,excellent,stable,57,67,34,92,-11,239,9.89,Home Loans
406,13,8191738,excellent,rising,-84,86,31,54,50,137,8.87,Home Loans
461,18,19805040,poor,rising,-86,69,83,-85,45,26,7.76,Home Loans
354,2,5689899,poor,rising,-81,3,28,-73,34,-89,8.05,Home Loans
759,16,15389588,good,rising,94,85,71,-24,48,274,10.24,Home Loans
763,13,14743505,excellent,stable,96,65,78,91,15,46,7.96,Home Loans
531,9,68245767,good,falling,3,28,53,-16,-25,43,7.93,Home Loans
362,12,54913557,excellent,stable,-65,94,50,68,12,159,9.09,Fixed Deposits
688,3,57418733,excellent,rising,24,-12,97,69,45,223,9.73,Fixed Deposits
608,10,70356517,good,rising,25,66,72,12,27,202,9.52,Home Loans
439,14,35989763,good,rising,-73,84,72,22,36,141,8.91,Home Loans
599,14,19271375,excellent,rising,-18,84,55,94,41,256,10.06,Home Loans
604,1,2652484,excellent,falling,-12,23,43,100,-29,125,8.75,Home Loans
457,10,20907217,good,rising,-68,94,54,9,50,139,8.89,Home Loans
834,1,38325868,poor,falling,83,6,72,-60,-39,62,8.12,Fixed Deposits
607,4,50156716,good,stable,3,-16,87,-16,-22,36,7.86,Home Loans
631,12,60208652,excellent,stable,-4,78,56,97,-12,215,9.65,Fixed Deposits
437,0,16174416,poor,falling,-98,-14,54,-51,-43,-152,7.93,Fixed Deposits
553,6,10643038,good,rising,22,33,82,10,42,189,9.39,Home Loans
365,6,69083459,good,rising,-78,50,75,-10,26,63,8.13,Home Loans
500,9,10851536,excellent,falling,-23,45,70,99,-37,154,9.04,Fixed Deposits
603,5,83023126,excellent,stable,-20,-25,83,75,10,123,8.73,Home Loans
537,19,37301680,excellent,rising,14,85,75,80,26,280,10.3,Fixed Deposits
678,11,29158212,excellent,rising,-3,68,59,91,30,245,9.95,Home Loans
893,12,41175157,excellent,stable,61,55,51,50,14,231,9.81,Fixed Deposits
746,10,68792653,good,rising,-21,96,69,-3,27,168,9.18,Home Loans
866,17,78443749,excellent,falling,54,67,63,91,-36,239,9.89,Home Loans
808,1,54635485,poor,rising,52,11,56,-52,43,110,8.6,Home Loans
679,15,38135899,excellent,stable,-22,57,59,76,-6,164,9.14,Home Loans
518,1,69474831,excellent,stable,-2,-15,80,68,2,133,8.83,Home Loans
715,18,55633865,good,stable,-21,54,57,-10,11,91,8.41,Fixed Deposits
527,5,87073868,excellent,rising,5,-5,50,87,43,180,9.3,Fixed Deposits
711,0,38734033,excellent,falling,9,14,78,57,-45,113,8.63,Home Loans
389,10,44276405,excellent,stable,-59,92,80,65,-5,173,9.23,Fixed Deposits
765,17,96136057,poor,stable,68,70,57,-89,-2,104,8.54,Fixed Deposits
704,9,12256456,poor,rising,-18,44,65,-92,34,33,7.83,Home Loans
604,17,96962077,good,rising,2,91,95,22,28,238,9.88,Home Loans
492,0,54599945,good,rising,-63,-17,68,-19,46,15,7.65,Fixed Deposits
360,18,91739651,excellent,rising,-78,51,75,89,33,170,9.2,Fixed Deposits
375,15,9017355,poor,stable,-94,98,34,-64,-4,-30,7.55,Home Loans
770,6,76474775,poor,rising,87,28,67,-78,34,138,8.88,Fixed Deposits
570,14,45052561,good,stable,-13,75,51,15,11,139,8.89,Fixed Deposits
845,0,47588664,good,rising,94,-14,86,-18,40,188,9.38,Fixed Deposits
586,8,6829603,good,rising,-5,43,26,-3,35,96,8.46,Home Loans
586,1,5011058,excellent,falling,11,-7,44,69,-27,90,8.4,Fixed Deposits
568,16,71293708,poor,falling,-20,68,52,-53,-47,0,8.09,Home Loans
836,9,53755766,good,falling,59,50,73,-15,-39,128,8.78,Home Loans
810,5,96664939,good,falling,76,3,58,-25,-29,83,8.33,Fixed Deposits
493,4,1636302,good,stable,-75,13,35,23,-3,-7,8.39,Fixed Deposits
538,7,96670213,poor,falling,16,37,97,-57,-41,52,8.02,Fixed Deposits
604,7,95524785,good,stable,2,26,63,-21,-4,66,8.16,Fixed Deposits
417,4,53258366,excellent,falling,-85,-18,95,63,-27,28,7.78,Fixed Deposits
685,11,33132043,excellent,rising,24,55,92,56,26,253,10.03,Fixed Deposits
758,6,47305185,poor,falling,77,35,60,-77,-30,65,8.15,Home Loans
649,12,17608460,good,stable,-23,77,99,13,-7,159,9.09,Fixed Deposits
706,12,34148242,poor,rising,-25,81,92,-97,44,95,8.45,Home Loans
605,16,87145191,poor,rising,-23,90,73,-54,34,120,8.7,Fixed Deposits
702,3,41206540,good,falling,4,-18,63,1,-27,23,7.73,Fixed Deposits
870,17,31734300,excellent,stable,68,69,100,56,1,294,10.44,Home Loans
873,9,52672047,excellent,falling,82,48,67,73,-39,231,9.81,Fixed Deposits
633,2,50852559,good,rising,-18,1,85,-17,26,77,8.27,Home Loans
661,11,49353652,excellent,rising,-7,96,62,50,49,250,10.0,Home Loans
448,0,1316364,good,rising,-65,-15,26,8,31,-15,8.05,Home Loans
546,10,69402178,good,stable,22,96,68,14,-25,175,9.25,Fixed Deposits
831,17,24512505,excellent,stable,86,72,90,80,-15,234,9.84,Home Loans
575,12,58324496,good,stable,-21,71,60,13,25,148,8.98,Fixed Deposits
714,16,56084521,excellent,rising,8,54,98,72,37,269,10.19,Fixed Deposits
717,7,98533559,excellent,rising,12,40,75,52,48,227,9.77,Fixed Deposits
424,19,40540085,excellent,rising,-74,83,54,88,42,193,9.43,Home Loans
391,18,14880295,poor,falling,-62,80,70,-81,-25,-18,8.29,Fixed Deposits
771,16,38310712,excellent,rising,96,96,58,97,37,35,7.85,Home Loans
530,1,46041059,excellent,rising,16,11,97,75,47,246,9.96,Home Loans
894,2,80669037,excellent,rising,91,21,61,83,41,297,10.47,Home Loans
420,2,54807690,excellent,falling,-50,0,50,81,-37,44,7.94,Fixed Deposits
454,5,7455672,good,rising,-77,-3,41,7,40,8,7.58,Fixed Deposits
549,9,84566503,excellent,rising,22,35,63,89,43,252,10.02,Fixed Deposits
450,17,27103520,poor,stable,-70,87,75,-96,-14,-18,8.4,Fixed Deposits
656,17,18084195,excellent,falling,-4,87,56,59,-25,173,9.23,Fixed Deposits
726,13,82567693,good,stable,-3,81,65,10,-8,145,8.95,Home Loans
748,15,25677500,excellent,rising,15,54,64,79,36,248,9.98,Fixed Deposits
570,6,17239690,poor,stable,-2,49,53,-92,18,26,7.76,Fixed Deposits
531,0,81022398,excellent,falling,14,7,79,95,-33,162,9.12,Fixed Deposits
656,16,10669299,poor,stable,6,56,72,-69,16,81,8.31,Fixed Deposits
871,4,97951840,good,rising,100,-10,71,-5,26,182,9.32,Fixed Deposits
745,0,24669671,good,rising,7,23,64,16,44,154,9.04,Fixed Deposits
353,16,57452100,poor,falling,-73,78,66,-51,-45,-25,7.92,Fixed Deposits
630,9,90527938,excellent,stable,-9,39,51,75,-25,131,8.81,Home Loans
564,11,58849069,good,stable,0,69,57,-3,0,123,8.73,Home Loans
769,19,98356462,excellent,rising,67,71,55,58,31,282,10.32,Home Loans
450,1,33636114,good,stable,-86,-16,88,-21,6,-29,7.92,Home Loans
870,15,15232080,poor,rising,87,57,77,-93,47,175,9.25,Fixed Deposits
658,14,10125175,poor,rising,-4,81,97,-57,25,142,8.92,Fixed Deposits
859,12,74877996,excellent,falling,98,77,54,100,-41,288,10.38,Home Loans
412,17,1436897,excellent,rising,-83,58,45,95,37,152,9.02,Fixed Deposits
575,19,56499755,excellent,rising,-5,80,99,92,33,299,10.49,Home Loans
454,13,68267054,excellent,falling,-82,72,69,60,-36,83,8.33,Home Loans
774,17,63605194,excellent,rising,51,68,92,85,48,-197,8.43,Fixed Deposits
604,1,79516448,excellent,stable,4,6,83,67,3,163,9.13,Fixed Deposits
778,1,15282819,poor,stable,74,-16,56,-70,-8,36,7.86,Home Loans
783,2,21899561,good,falling,75,-6,79,15,-44,119,8.69,Home Loans
556,4,35615007,good,falling,13,9,79,-18,-49,34,7.84,Fixed Deposits
377,15,83082336,excellent,stable,-84,80,64,85,-12,133,8.83,Home Loans
685,14,69617580,good,rising,21,60,76,25,44,226,9.76,Fixed Deposits
418,11,56675069,poor,rising,-85,92,58,-82,29,12,7.62,Fixed Deposits
862,8,50853016,good,falling,76,32,76,-4,-41,139,8.89,Fixed Deposits
516,13,97179910,excellent,rising,23,59,51,51,43,227,9.77,Home Loans
717,15,59329351,excellent,stable,-23,58,85,60,-3,177,9.27,Fixed Deposits
600,10,83640175,poor,rising,16,91,76,-98,31,116,8.66,Home Loans
519,5,5058256,excellent,rising,12,-16,39,82,30,147,8.97,Fixed Deposits
439,9,68619601,good,rising,-72,42,89,-16,47,90,8.4,Fixed Deposits
795,7,4169458,excellent,rising,51,29,49,94,27,250,10.0,Home Loans
643,15,75186280,excellent,falling,17,86,85,52,-28,212,9.62,Fixed Deposits
499,2,31088022,poor,falling,-61,-19,89,-62,-38,-91,7.85,Home Loans
481,1,66207482,excellent,stable,-87,-6,56,86,13,62,8.12,Home Loans
782,15,42903249,excellent,stable,61,69,62,83,-1,274,10.24,Home Loans
408,18,86196383,excellent,stable,-77,57,86,99,8,173,9.23,Fixed Deposits
548,8,49229900,poor,falling,2,41,69,-73,-32,7,7.57,Home Loans
564,15,62020319,excellent,falling,13,87,71,63,-47,187,9.37,Fixed Deposits
821,3,14098414,poor,rising,67,-1,67,-73,48,108,8.58,Fixed Deposits
596,9,82383326,excellent,rising,-1,37,100,79,25,240,9.9,Home Loans
731,18,85877120,poor,stable,11,94,60,-71,17,111,8.61,Home Loans
588,12,28649666,poor,falling,-20,62,55,-74,-49,-26,8.17,Fixed Deposits
716,17,51958288,excellent,stable,19,97,53,51,-24,196,9.46,Fixed Deposits
517,14,57013097,excellent,falling,4,51,52,86,-37,156,9.06,Fixed Deposits
400,3,84688355,excellent,falling,-70,11,55,62,-33,25,7.75,Home Loans
729,8,43636527,good,stable,8,34,64,13,-15,104,8.54,Fixed Deposits
823,3,97121491,excellent,falling,68,16,52,91,-49,178,9.28,Fixed Deposits
429,15,89944877,excellent,rising,-73,60,66,77,47,177,9.27,Fixed Deposits
716,14,24209019,excellent,rising,-18,69,79,69,30,229,9.79,Home Loans
810,1,10685506,excellent,stable,60,-17,71,88,2,204,9.54,Home Loans
888,13,43255892,excellent,rising,65,94,51,99,31,158,9.08,Fixed Deposits
801,2,31465406,poor,rising,75,19,65,-83,46,122,8.72,Fixed Deposits
813,3,54648471,poor,stable,50,3,71,-67,16,73,8.23,Fixed Deposits
827,0,2604943,excellent,rising,80,8,41,97,25,251,10.01,Home Loans
769,8,95672440,good,falling,76,50,60,19,-45,160,9.1,Home Loans
563,16,7169569,good,falling,22,54,28,-9,-31,64,8.14,Fixed Deposits
718,13,28229284,good,stable,18,80,61,12,5,176,9.26,Home Loans
463,16,81028971,good,stable,-52,75,89,-3,-12,97,8.47,Home Loans
852,0,20599035,good,stable,58,11,84,5,12,170,9.2,Fixed Deposits
660,9,51981585,good,rising,0,36,92,-17,33,144,8.94,Fixed Deposits
818,15,20482279,good,rising,55,69,94,9,48,275,10.25,Home Loans
393,18,72240704,excellent,stable,-94,57,90,74,3,130,8.8,Home Loans
764,2,75993380,excellent,stable,62,-20,64,88,-21,173,9.23,Fixed Deposits
595,11,49139419,excellent,rising,23,67,93,79,34,296,10.46,Home Loans
433,2,34676452,good,falling,-91,-18,91,-21,-44,-83,8.13,Home Loans
556,14,14333647,excellent,stable,17,74,70,77,1,239,9.89,Home Loans
500,16,97891570,good,rising,20,51,53,-19,32,137,8.87,Home Loans
877,17,76766976,excellent,stable,98,77,56,91,3,158,9.08,Fixed Deposits
514,6,10479596,poor,rising,5,34,78,-59,45,103,8.53,Fixed Deposits
494,18,33790972,excellent,rising,-53,74,90,91,36,238,9.88,Home Loans
386,6,51779265,good,falling,-64,44,55,12,-43,4,7.54,Home Loans
682,4,13045367,good,falling,-8,-20,88,-7,-41,12,7.62,Fixed Deposits
752,7,43906399,excellent,rising,60,29,66,74,33,262,10.12,Home Loans
763,15,46744527,excellent,falling,59,65,85,67,-30,246,9.96,Fixed Deposits
394,15,62785916,poor,rising,-73,84,51,-54,48,56,8.06,Home Loans
751,18,43450775,excellent,rising,70,85,66,75,40,-108,8.0,Home Loans
555,14,31544839,poor,rising,-1,50,78,-56,39,110,8.6,Home Loans
411,6,83902625,poor,rising,-95,38,76,-81,33,-29,8.15,Fixed Deposits
769,4,25484060,good,rising,91,-12,56,-24,38,149,8.99,Fixed Deposits
817,10,14472688,good,falling,60,73,60,4,-50,147,8.97,Home Loans
368,9,27637944,good,rising,-68,43,75,-4,47,93,8.43,Fixed Deposits
714,8,77626100,good,rising,-21,30,99,16,40,164,9.14,Home Loans
649,0,12329069,poor,stable,8,18,88,-67,13,60,8.1,Home Loans
356,19,29483266,excellent,rising,-69,67,81,84,35,198,9.48,Fixed Deposits
777,0,68435473,excellent,stable,92,-17,99,54,-24,204,9.54,Home Loans
466,7,43124236,excellent,rising,-55,44,72,64,42,167,9.17,Fixed Deposits
856,2,7481102,good,rising,73,-13,43,13,48,164,9.14,Fixed Deposits
895,1,44093631,excellent,stable,62,25,95,64,13,259,10.09,Home Loans
